swe1_id	row	source	anchor	quoted	asserted_by	candidate	axis	feasible	note
SWE1-Diagnostics-142	149	CFTS004-INFO	CFTS004-4940293	The Externally generated tone - input signal shall be applied to the AV1 analog audio input (aux). Note: this tone shall not be functional with the speaker quadrant selection; this	NR1L-DIAG-098	已斷言，不另產	節內補充	Y	**候選並已產出** —— 補充已引之 4940296（R-DIAG23(c)）
SWE1-Diagnostics-143	150	CFTS004-INFO	CFTS004-4940284	The following tones shall be selectable in this DID:	NR1L-DIAG-099;NR1L-DIAG-100		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-4 已載）
SWE1-Diagnostics-143	150	CFTS004-INFO	CFTS004-4940293	The Externally generated tone - input signal shall be applied to the AV1 analog audio input (aux). Note: this tone shall not be functional with the speaker quadrant selection; this	NR1L-DIAG-099;NR1L-DIAG-100	已斷言，不另產	節內補充	Y	**候選並已產出** —— 補充已引之 4940296（R-DIAG23(c)）
SWE1-Diagnostics-144	151	CFTS004-INFO	CFTS004-4940284	The following tones shall be selectable in this DID:	NR1L-DIAG-101		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-4 已載）
SWE1-Diagnostics-144	151	CFTS004-INFO	CFTS004-4940293	The Externally generated tone - input signal shall be applied to the AV1 analog audio input (aux). Note: this tone shall not be functional with the speaker quadrant selection; this	NR1L-DIAG-101	已斷言，不另產	節內補充	Y	**候選並已產出** —— 補充已引之 4940296（R-DIAG23(c)）
SWE1-Diagnostics-145	152	037-VC	037 row 152 VC	Tones output in correct clockwise sequence (FL→FR→RR→RL) with 10-second hold each; rotation continues until routine disable	NR1L-DIAG-102	已斷言，不另產	順序／保持軸	Y	已由 `NR1L-DIAG-102`（clockwise ＋ 10 s hold ＋ disable）斷言
SWE1-Diagnostics-145	152	CFTS004-INFO	CFTS004-4940284	The following tones shall be selectable in this DID:	NR1L-DIAG-102		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-4 已載）
SWE1-Diagnostics-145	152	CFTS004-INFO	CFTS004-4940293	The Externally generated tone - input signal shall be applied to the AV1 analog audio input (aux). Note: this tone shall not be functional with the speaker quadrant selection; this	NR1L-DIAG-102	已斷言，不另產	節內補充	Y	**候選並已產出** —— 補充已引之 4940296（R-DIAG23(c)）
SWE1-Diagnostics-146	153	CFTS004-INFO	CFTS004-4940284	The following tones shall be selectable in this DID:	NR1L-DIAG-103;NR1L-DIAG-104		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-4 已載）
SWE1-Diagnostics-146	153	CFTS004-INFO	CFTS004-4940293	The Externally generated tone - input signal shall be applied to the AV1 analog audio input (aux). Note: this tone shall not be functional with the speaker quadrant selection; this	NR1L-DIAG-103;NR1L-DIAG-104	已斷言，不另產	節內補充	Y	**候選並已產出** —— 補充已引之 4940296（R-DIAG23(c)）
SWE1-Diagnostics-147	154	CFTS004-INFO	CFTS004-4940284	The following tones shall be selectable in this DID:	NR1L-DIAG-105		節內補充	N	引言句 —— 列表未帶出（DR-DIAG-4 已載）
SWE1-Diagnostics-147	154	CFTS004-INFO	CFTS004-4940293	The Externally generated tone - input signal shall be applied to the AV1 analog audio input (aux). Note: this tone shall not be functional with the speaker quadrant selection; this	NR1L-DIAG-105	已斷言，不另產	節內補充	Y	**候選並已產出** —— 補充已引之 4940296（R-DIAG23(c)）
SWE1-Diagnostics-151	158	CFTS004-INFO	CFTS004-4940479	Video signal detection shall utilize sync pulses.	NR1L-DIAG-009	NR1L-DIAG-555	節內補充	N	實作面（sync pulse 之使用）無診斷可觀察現象
SWE1-Diagnostics-151	158	CFTS004-INFO	CFTS004-4940480	Video signal detection for inputs using multiple signal lines shall provide detection on each individual signal line.	NR1L-DIAG-009	NR1L-DIAG-555	節內補充	P	**候選並已產出** —— 哪些輸入使用多訊號線未載，以佔位書寫
SWE1-Diagnostics-152	159	CFTS004-INFO	CFTS004-4940479	Video signal detection shall utilize sync pulses.	NR1L-DIAG-277;NR1L-DIAG-278		節內補充	N	實作面（sync pulse 之使用）無診斷可觀察現象
SWE1-Diagnostics-152	159	CFTS004-INFO	CFTS004-4940480	Video signal detection for inputs using multiple signal lines shall provide detection on each individual signal line.	NR1L-DIAG-277;NR1L-DIAG-278		節內補充	P	**候選並已產出** —— 哪些輸入使用多訊號線未載，以佔位書寫
SWE1-Diagnostics-153	160	CFTS004-INFO	CFTS004-4940479	Video signal detection shall utilize sync pulses.	NR1L-DIAG-279		節內補充	N	實作面（sync pulse 之使用）無診斷可觀察現象
SWE1-Diagnostics-153	160	CFTS004-INFO	CFTS004-4940480	Video signal detection for inputs using multiple signal lines shall provide detection on each individual signal line.	NR1L-DIAG-279		節內補充	P	**候選並已產出** —— 哪些輸入使用多訊號線未載，以佔位書寫
SWE1-Diagnostics-154	161	CFTS004-INFO	CFTS004-4940479	Video signal detection shall utilize sync pulses.	NR1L-DIAG-010		節內補充	N	實作面（sync pulse 之使用）無診斷可觀察現象
SWE1-Diagnostics-154	161	CFTS004-INFO	CFTS004-4940480	Video signal detection for inputs using multiple signal lines shall provide detection on each individual signal line.	NR1L-DIAG-010		節內補充	P	**候選並已產出** —— 哪些輸入使用多訊號線未載，以佔位書寫
SWE1-Diagnostics-155	162	CFTS004-INFO	CFTS004-4940479	Video signal detection shall utilize sync pulses.	NR1L-DIAG-280		節內補充	N	實作面（sync pulse 之使用）無診斷可觀察現象
SWE1-Diagnostics-155	162	CFTS004-INFO	CFTS004-4940480	Video signal detection for inputs using multiple signal lines shall provide detection on each individual signal line.	NR1L-DIAG-280		節內補充	P	**候選並已產出** —— 哪些輸入使用多訊號線未載，以佔位書寫
SWE1-Diagnostics-156	163	CFTS004-INFO	CFTS004-4940479	Video signal detection shall utilize sync pulses.	NR1L-DIAG-281		節內補充	N	實作面（sync pulse 之使用）無診斷可觀察現象
SWE1-Diagnostics-156	163	CFTS004-INFO	CFTS004-4940480	Video signal detection for inputs using multiple signal lines shall provide detection on each individual signal line.	NR1L-DIAG-281		節內補充	P	**候選並已產出** —— 哪些輸入使用多訊號線未載，以佔位書寫
SWE1-Diagnostics-157	164	CFTS004-INFO	CFTS004-4940479	Video signal detection shall utilize sync pulses.	NR1L-DIAG-282		節內補充	N	實作面（sync pulse 之使用）無診斷可觀察現象
SWE1-Diagnostics-157	164	CFTS004-INFO	CFTS004-4940480	Video signal detection for inputs using multiple signal lines shall provide detection on each individual signal line.	NR1L-DIAG-282		節內補充	P	**候選並已產出** —— 哪些輸入使用多訊號線未載，以佔位書寫
SWE1-Diagnostics-158	165	CFTS004-INFO	CFTS004-4940479	Video signal detection shall utilize sync pulses.	NR1L-DIAG-283		節內補充	N	實作面（sync pulse 之使用）無診斷可觀察現象
SWE1-Diagnostics-158	165	CFTS004-INFO	CFTS004-4940480	Video signal detection for inputs using multiple signal lines shall provide detection on each individual signal line.	NR1L-DIAG-283		節內補充	P	**候選並已產出** —— 哪些輸入使用多訊號線未載，以佔位書寫
SWE1-Diagnostics-159	166	CFTS004-INFO	CFTS004-4940479	Video signal detection shall utilize sync pulses.	NR1L-DIAG-284		節內補充	N	實作面（sync pulse 之使用）無診斷可觀察現象
SWE1-Diagnostics-159	166	CFTS004-INFO	CFTS004-4940480	Video signal detection for inputs using multiple signal lines shall provide detection on each individual signal line.	NR1L-DIAG-284		節內補充	P	**候選並已產出** —— 哪些輸入使用多訊號線未載，以佔位書寫
SWE1-Diagnostics-160	167	CFTS004-INFO	CFTS004-4940479	Video signal detection shall utilize sync pulses.	NR1L-DIAG-285		節內補充	N	實作面（sync pulse 之使用）無診斷可觀察現象
SWE1-Diagnostics-160	167	CFTS004-INFO	CFTS004-4940480	Video signal detection for inputs using multiple signal lines shall provide detection on each individual signal line.	NR1L-DIAG-285		節內補充	P	**候選並已產出** —— 哪些輸入使用多訊號線未載，以佔位書寫
SWE1-Diagnostics-161	168	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-449		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-162	169	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-450;NR1L-DIAG-451		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-163	170	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-452		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-164	171	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-453;NR1L-DIAG-454		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-165	172	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-455		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-166	173	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-456;NR1L-DIAG-457		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-167	174	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-458		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-168	175	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-459;NR1L-DIAG-460		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-169	176	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-461		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-170	177	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-462;NR1L-DIAG-463		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-171	178	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-464		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-172	179	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-465;NR1L-DIAG-466		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-173	180	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-467		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-174	181	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-468;NR1L-DIAG-469		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-175	182	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-470		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-176	183	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-471;NR1L-DIAG-472		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-177	184	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-473		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-178	185	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-474;NR1L-DIAG-475		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-179	186	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-476		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-180	187	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-477;NR1L-DIAG-478		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-181	188	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-479		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-182	189	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-480;NR1L-DIAG-481		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-183	190	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-482		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-184	191	CFTS004-INFO	CFTS004-4939826	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-483;NR1L-DIAG-484		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-185	192	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-485		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-186	193	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-486;NR1L-DIAG-487		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-187	194	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-488		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-188	195	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-489;NR1L-DIAG-490		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-189	196	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-012		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-190	197	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-491;NR1L-DIAG-492		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-191	198	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-493		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-192	199	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-494;NR1L-DIAG-495		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-193	200	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-496		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-194	201	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-497;NR1L-DIAG-498		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-195	202	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-499		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-196	203	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-500;NR1L-DIAG-501		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-197	204	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-502		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-198	205	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-503;NR1L-DIAG-504		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-199	206	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-505		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-200	207	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-506;NR1L-DIAG-507		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-201	208	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-508		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-202	209	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-509;NR1L-DIAG-510		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-203	210	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-511		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-204	211	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-512;NR1L-DIAG-513		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-205	212	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-514		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-206	213	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-515;NR1L-DIAG-516		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-207	214	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-517		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-208	215	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-518;NR1L-DIAG-519		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-209	216	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-520		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-210	217	CFTS004-INFO	CFTS004-4939807	Unless otherwise noted, the HU shall report the status of the following items as reported by the Sirius XM chipset when requested by this DID.	NR1L-DIAG-521;NR1L-DIAG-522		節內補充	N	引言句 —— 其列表未隨 CFTS004 匯出帶出，無列舉內容可斷言（DR-DIAG-5）
SWE1-Diagnostics-211	218	037-VM	037 row 218 VM	a the DID read. || Use a diagnostic tool DID read under varying antenna conditions and validate each signal field against known RF reception states.	NR1L-DIAG-523	NR1L-DIAG-523;550;551	天線態軸	Y	037 VM 之情境 ＋ 同節 CFTS004-4939801 三態（引兩錨）
SWE1-Diagnostics-211	218	037-VM	037 row 218 VM	ead under varying antenna conditions and validate each signal field against known RF reception states.	NR1L-DIAG-523	NR1L-DIAG-523;550;551	逐欄位軸	Y	已由「每 037 列一子欄位」或 ER §6.1 逐項斷言
SWE1-Diagnostics-211	218	037-VC	037 row 218 VC	ctly reports Terrestrial status, Signal strength (0-3 bars), and Satellite status via the DID read. || Use a diagnostic tool DID read under varying an	NR1L-DIAG-523	NR1L-DIAG-523;550;551	值域軸	Y	0–3 bars 已逐值拆為四條
SWE1-Diagnostics-211	218	CFTS004-INFO	CFTS004-4939799	When requested by this DID, the HU shall report the status of the following items:	NR1L-DIAG-523	NR1L-DIAG-523;550;551	節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-212	219	CFTS004-INFO	CFTS004-4939799	When requested by this DID, the HU shall report the status of the following items:	NR1L-DIAG-524;NR1L-DIAG-525		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-213	220	037-VM	037 row 220 VM	a the DID read. || Use a diagnostic tool DID read under varying antenna conditions and validate each signal field against known RF reception states.	NR1L-DIAG-526;NR1L-DIAG-527	NR1L-DIAG-526;527;548;549	天線態軸	Y	037 VM 之情境 ＋ 同節 CFTS004-4939801 三態（引兩錨）
SWE1-Diagnostics-213	220	037-VM	037 row 220 VM	ead under varying antenna conditions and validate each signal field against known RF reception states.	NR1L-DIAG-526;NR1L-DIAG-527	NR1L-DIAG-526;527;548;549	逐欄位軸	Y	已由「每 037 列一子欄位」或 ER §6.1 逐項斷言
SWE1-Diagnostics-213	220	037-VC	037 row 220 VC	ctly reports Terrestrial status, Signal strength (0-3 bars), and Satellite status via the DID read. || Use a diagnostic tool DID read under varying an	NR1L-DIAG-526;NR1L-DIAG-527	NR1L-DIAG-526;527;548;549	值域軸	Y	0–3 bars 已逐值拆為四條
SWE1-Diagnostics-213	220	CFTS004-INFO	CFTS004-4939799	When requested by this DID, the HU shall report the status of the following items:	NR1L-DIAG-526;NR1L-DIAG-527	NR1L-DIAG-526;527;548;549	節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-214	221	CFTS004-INFO	CFTS004-4939799	When requested by this DID, the HU shall report the status of the following items:	NR1L-DIAG-528;NR1L-DIAG-529		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-215	222	037-VM	037 row 222 VM	a the DID read. || Use a diagnostic tool DID read under varying antenna conditions and validate each signal field against known RF reception states.	NR1L-DIAG-530	NR1L-DIAG-530;552;553	天線態軸	Y	037 VM 之情境 ＋ 同節 CFTS004-4939801 三態（引兩錨）
SWE1-Diagnostics-215	222	037-VM	037 row 222 VM	ead under varying antenna conditions and validate each signal field against known RF reception states.	NR1L-DIAG-530	NR1L-DIAG-530;552;553	逐欄位軸	Y	已由「每 037 列一子欄位」或 ER §6.1 逐項斷言
SWE1-Diagnostics-215	222	037-VC	037 row 222 VC	ctly reports Terrestrial status, Signal strength (0-3 bars), and Satellite status via the DID read. || Use a diagnostic tool DID read under varying an	NR1L-DIAG-530	NR1L-DIAG-530;552;553	值域軸	Y	0–3 bars 已逐值拆為四條
SWE1-Diagnostics-215	222	CFTS004-INFO	CFTS004-4939799	When requested by this DID, the HU shall report the status of the following items:	NR1L-DIAG-530	NR1L-DIAG-530;552;553	節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-216	223	CFTS004-INFO	CFTS004-4939799	When requested by this DID, the HU shall report the status of the following items:	NR1L-DIAG-531;NR1L-DIAG-532		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-217	224	CFTS004-INFO	CFTS004-4939799	When requested by this DID, the HU shall report the status of the following items:	NR1L-DIAG-533		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-218	225	CFTS004-INFO	CFTS004-4939799	When requested by this DID, the HU shall report the status of the following items:	NR1L-DIAG-534;NR1L-DIAG-535		節內補充	N	引言句 —— 列表未帶出
SWE1-Diagnostics-219	226	037-VM	037 row 226 VM	a the DID read. || Use a diagnostic tool DID read under each antenna condition (normal, disconnected, shorted) and validate the reported string.	NR1L-DIAG-536;NR1L-DIAG-537;NR1L-DIAG-538	已斷言，不另產	天線態軸	Y	037 VM 之情境 ＋ 同節 CFTS004-4939801 三態（引兩錨）
