# source_sha256	c98909e2c15eb0a02e1ab99f25c4c7bd77226fbd5f29842088bbe06f9f0f2afd	 sheet	Analysis Report
STLA 報告_SWRA\nSTLA Report_SWRA																	
SWE1-VC-FuelConsumption-028	Sys-RA-VF665_V42_VSM-655	Fuel Consumption	The HMI layer shall send a request to VehicleConfigManager to retrieve the Odo_Units_Change PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService to obtain and validate the configuration status. The retrieved configuration response shall be returned from VehicleConfigService to VehicleConfigManager and finally provided to the HMI layer for feature availability handling.\n\nThe HMI shall also obtain the current Distance Unit customer setting from the Vehicle Settings application.\n\nHMI receives the PROXI value via signal,\n$Odo_Units_Change$.\n\nWhen Odo_Units_Change = Present and Distance_Unit_Setting.Req = km, the HMI/TLM shall display only the Km_Per_Litre and Litres_Per_100Km menu items in the Consumption Measurement Unit setting.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Odo_Units_Change” PROXI parameter is equal to present AND  Distance_Unit_Setting.Req is equal to km”.\n*Check TLM shall display only the menu items Km_Per_Litre and Litres_Per_100Km	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-FuelConsumption-029	Sys-RA-VF665_V42_VSM-656	Fuel Consumption	When the customer selects Km_Per_Litre as the Consumption Measurement Unit, the HMI layer shall send the updated customer preference to CarPropertyManager through the Android Car API. CarPropertyManager shall invoke setProperty() with propId = ConsumptionUnit_Req and value = Km_Per_Litre. CarPropertyService shall forward the property write request to VHAL, which shall transmit the corresponding TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req B-CAN signal to the IPC through the vehicle communication interface.\n\nHMI sets the value via signal,\n$TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req$.\n\nWhen Consumption_Unit_Setting.Req = Km_Per_Litre, the HMI/TLM shall set TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req = Km_Per_Litre.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-FuelConsumption-030	Sys-RA-VF665_V42_VSM-657	Fuel Consumption	When the customer selects Litres_Per_100Km as the Consumption Measurement Unit, the HMI layer shall send the updated customer preference to CarPropertyManager through the Android Car API. CarPropertyManager shall invoke setProperty() with propId = ConsumptionUnit_Req and value = Litres_Per_100Km. CarPropertyService shall forward the property write request to VHAL, which shall transmit the corresponding TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req B-CAN signal to the IPC through the vehicle communication interface.\n\nHMI sets the value via signal,\n$TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req$.\n\nWhen Consumption_Unit_Setting.Req = Litres_Per_100Km, the HMI/TLM shall set TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req = Litres_Per_100Km.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-FuelConsumption-031	Sys-RA-VF665_V42_VSM-658	Fuel Consumption	The HMI layer shall send a request to VehicleConfigManager to retrieve the Odo_Units_Change PROXI configuration status. VehicleConfigManager shall communicate with VehicleConfigService to obtain the requested configuration value. VehicleConfigService shall read and validate the Odo_Units_Change PROXI configuration from the vehicle configuration data. The configuration response shall be returned from VehicleConfigService to VehicleConfigManager, and finally to the HMI layer for feature availability handling.\n\nHMI receives the PROXI value via signal,\n$Odo_Units_Change$.\n\nWhen Odo_Units_Change = Present and Distance_Unit_Setting.Req = Miles, the HMI/TLM shall display only the mpg menu item in the Consumption Measurement Unit setting.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Odo_Units_Change” PROXI parameter is equal to present AND  Distance_Unit_Setting.Req is equal to miles”.\n*Check TLM shall display only the Consumption Unit menu item related to mpg	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-FuelConsumption-032	Sys-RA-VF665_V42_VSM-660	Fuel Consumption	The HMI layer shall send a request to VehicleConfigManager to retrieve the Country_Code PROXI configuration status. VehicleConfigManager shall obtain the configuration from VehicleConfigService and return the result to the HMI layer. If the Country_Code is United States of America, Grenada, Burma, Mexico, Canada, Puerto Rico, or Liberia, the HMI layer shall send the updated preference to CarPropertyManager. CarPropertyManager shall invoke setProperty() with propId = ConsumptionUnit_Req and value = Miles_Per_Gallon_US. CarPropertyService shall forward the request to VHAL for transmission to the IPC.\n\nHMI receives the PROXI value via signal,\n$Country_Code$.\n\nWhen Country_Code is United States of America, Grenada, Burma, Mexico, Canada, Puerto Rico, or Liberia, the HMI/TLM shall set $TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req = Miles_Per_Gallon_US$.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-FuelConsumption-033	Sys-RA-VF665_V42_VSM-661	Fuel Consumption	The HMI layer shall send the updated customer preference to CarPropertyManager through the Android Car API. CarPropertyManager shall invoke setProperty() with propId = ConsumptionUnit_Req and value = Miles_Per_Gallon_UK. CarPropertyService shall forward the property write request to VHAL, which shall transmit the corresponding TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req B-CAN signal to the IPC through the vehicle communication interface.\n\nHMI sets the value via signal,\n$TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req$.\n\nWhen the Country_Code does not match the specified markets, the HMI/TLM shall set $TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req = Miles_Per_Gallon_UK$.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-FuelConsumption-034	Sys-RA-VF665_V42_VSM-662	Fuel Consumption	The HW supplier shall provide the IPC_VEHICLE_SETUP.ConsumptionUnit signal to the Android Automotive layer through the vehicle communication network and VHAL. VHAL shall forward the updated signal to CarPropertyService, which shall update CarPropertyManager. CarPropertyManager shall notify the application layer, and the HMI/TLM shall process the updated Consumption Measurement Unit information.\n\nWhen the HMI/TLM receives the value via signal,\n$IPC_VEHICLE_SETUP.ConsumptionUnit$,\n\nthe HMI/TLM shall update the Consumption Measurement Unit information on the display through TLM_Vehicle_Setup_Menu.Info.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-FuelConsumption-035	Sys-RA-VF665_V42_VSM-663	Fuel Consumption	The HMI layer shall send a request to VehicleConfigManager to retrieve the required vehicle  PROXI configuration. VehicleConfigManager shall communicate with VehicleConfigService to obtain the configuration status and return the result to the HMI layer for feature availability handling.\n\nHMI receives the configuration value via signal.\n\nWhen the required configuration conditions are not satisfied, the HMI/TLM shall not display the Consumption Measurement Unit menu item, and the user shall not be able to perform the setting.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-HeadlightSensitivity-036	Sys-RA-VF665_V42_VSM-689	Headlight Sensitivity	Headlight Sensitivity	1.00.00	Heading												
SWE1-VC-HeadlightSensitivity-037	Sys-RA-VF665_V42_VSM-690	Headlight Sensitivity	The HMI layer shall send a request to VehicleConfigManager to retrieve the Twilight_Sensor PROXI configuration status. VehicleConfigManager shall communicate with VehicleConfigService to obtain and validate the configuration status.\nThe retrieved configuration response shall be returned from VehicleConfigService to VehicleConfigManager and finally provided to the HMI layer for feature availability handling.\n\nHMI receives the value as "Absent" via signal,\n$Twilight_Sensor$.\n\nThen HMI shall not display the External Light Sensor customer setting in the Vehicle Settings menu and the customer shall not be able to perform any setting.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Twilight_Sensor” PROXI parameter is equal to absent”.\n*Check TLM shall not display the External Light Sensor menu and the user shall can not be able to perform setting.	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-HeadlightSensitivity-038	Sys-RA-VF665_V42_VSM-691	Headlight Sensitivity	The HMI layer shall send a request to VehicleConfigManager to retrieve the Twilight_Sensor PROXI configuration status. VehicleConfigManager shall communicate with VehicleConfigService to obtain and validate the configuration status.\nThe retrieved configuration response shall be returned from VehicleConfigService to VehicleConfigManager and finally provided to the HMI layer for feature availability handling.\n\nHMI receives the value as "Present" via signal,\n$Twilight_Sensor$.\n\nThen HMI shall display the External Light Sensor customer setting in the Vehicle Settings menu and allow the customer to modify the setting.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Twilight_Sensor” PROXI parameter is equal to present”.\n*Check TLM shall display the External Light Sensor menu and the user shall can be able to perform setting.	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-HeadlightSensitivity-039	Sys-RA-VF665_V42_VSM-692	Headlight Sensitivity	When the customer selects Level_1 for the External Light Sensor setting on the LTM or ETM, the HMI layer shall send the updated customer preference to CarPropertyManager via the Android Car API.\nCarPropertyManager shall invoke setProperty() with propId = ExternalLightSensorLevel_Req and value = [Level_1].\nCarPropertyService shall forward the request to Vehicle HAL (VHAL) via IVehicle.setValues().\nThe Vehicle HAL (VHAL) shall transmit the updated signal to the IPC/HW through the vehicle communication interface.\n\nThe HMI sends the value as Level_1 via signal,\n$TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req$.\n\nThen the HMI/LTM/ETM shall update the External Light Sensor setting request to Level_1 and transmit the signal to IPC within the defined system response time.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-HeadlightSensitivity-040	Sys-RA-VF665_V42_VSM-693	Headlight Sensitivity	When the customer selects Level_2 for the External Light Sensor setting on the LTM or ETM, the HMI layer shall send the updated customer preference to CarPropertyManager via the Android Car API.\nCarPropertyManager shall invoke setProperty() with propId = ExternalLightSensorLevel_Req and value = [Level_2].\nCarPropertyService shall forward the request to Vehicle HAL (VHAL) via IVehicle.setValues().\nThe Vehicle HAL (VHAL) shall transmit the updated signal to the IPC/HW through the vehicle communication interface.\n\nThe HMI sends the value as Level_2 via signal,\n$TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req$.\n\nThen the HMI/LTM/ETM shall update the External Light Sensor setting request to Level_2 and transmit the signal to IPC within the defined system response time.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-HeadlightSensitivity-041	Sys-RA-VF665_V42_VSM-694	Headlight Sensitivity	When the customer selects Level_3 for the External Light Sensor setting on the LTM or ETM, the HMI layer shall send the updated customer preference to CarPropertyManager via the Android Car API.\nCarPropertyManager shall invoke setProperty() with propId = ExternalLightSensorLevel_Req and value = [Level_3].\nCarPropertyService shall forward the request to Vehicle HAL (VHAL) via IVehicle.setValues().\nThe Vehicle HAL (VHAL) shall transmit the updated signal to the IPC/HW through the vehicle communication interface.\n\nThe HMI sends the value as Level_3 via signal,\n$TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req$.\n\nThen the HMI/LTM/ETM shall update the External Light Sensor setting request to Level_3 and transmit the signal to IPC within the defined system response time.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-HeadlightSensitivity-042	Sys-RA-VF665_V42_VSM-695	Headlight Sensitivity	The HW supplier shall provide the IPC_VEHICLE_SETUP.ExternalLightSensorLevel signal to the Android Automotive layer through the vehicle communication network and VHAL interface.\nVHAL shall forward the updated External Light Sensor Level signal value to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework.\nCarPropertyManager shall notify the application layer, and the HMI/LTM/ETM layer shall process the updated setting information.\n\nWhen the LTM or ETM receives the value via signal,\n$IPC_VEHICLE_SETUP.ExternalLightSensorLevel$,\n\nthe LTM or ETM shall update the External Light Sensor setting status information on the display within the defined system response time.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-043	Sys-RA-VF665_V42_VSM-722	EPB Maintenance Mode 	EPB Maintenance Mode 	1.00.00	Heading												
SWE1-VC-EPBMaintenanceMode-044	Sys-RA-VF665_V42_VSM-723	EPB Maintenance Mode 	The TLM layer shall send a request to VehicleConfigManager to retrieve the EPB_Maintenance_Menu PROXI configuration status. VehicleConfigManager shall communicate with VehicleConfigService to obtain and validate the configuration status. The retrieved configuration response shall be returned from VehicleConfigService to VehicleConfigManager and finally provided to the TLM layer for feature availability handling.\n\nTLM receives the value as "Absent" via signal,\n$EPB_Maintenance_Menu$\n\nThen TLM shall not display the EPB Maintenance Mode menu item in the Vehicle Settings menu, and the customer shall not be able to perform any setting.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-045	Sys-RA-VF665_V42_VSM-724	EPB Maintenance Mode 	The TLM layer shall send a request to VehicleConfigManager to retrieve the EPB_Maintenance_Menu PROXI configuration status. VehicleConfigManager shall communicate with VehicleConfigService to obtain and validate the configuration status. The retrieved configuration response shall be returned from VehicleConfigService to VehicleConfigManager and finally provided to the TLM layer for feature availability handling.\n\nTLM receives the value as "Present" via signal,\n$EPB_Maintenance_Menu$\n\nThen TLM shall display the EPB Maintenance Mode menu item in the Vehicle Settings menu and allow the customer to modify the setting.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-046	Sys-RA-VF665_V42_VSM-725	EPB Maintenance Mode 	When the user enables the EPB Maintenance Mode setting on the TLM, the HMI layer shall send the updated customer preference to CarPropertyManager via the Android Car API. CarPropertyManager shall invoke setProperty() with propId = EPB_MaintenanceMode_Req and value = [On]. CarPropertyService shall forward the request to the Vehicle HAL through IVehicle.setValues()`. The Vehicle HAL (VHAL) shall transmit the updated TELEMATIC_VEHICLE_SETUP2.EPB_MaintenanceMode_Req signal to the IPC through the vehicle communication interface.\n\nTLM receives the value as "On" via signal,\n$TELEMATIC_VEHICLE_SETUP2.EPB_MaintenanceMode_Req$\n\nThen TLM shall:\n\nUpdate the EPB Maintenance Mode setting status to On.\nActivate and display the "Initializing" popup as specified in the Human Machine Interface Logic & Flow document.\nStart the T_EPB_MM timer.\nTransmit the signal to the IPC within the defined system response time.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-047	Sys-RA-VF665_V42_VSM-728	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_MaintenanceMode signal to the Android Automotive layer through the vehicle communication network and Vehicle HAL (VHAL). VHAL shall forward the updated EPB Maintenance Mode signal to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework. CarPropertyManager shall notify the TLM application of the property change.\n\nWhen TLM detects that the value of\n$IPC_VEHICLE_SETUP2.EPB_MaintenanceMode$\nhas changed from "Off" to "On", TLM shall activate and display the popup indicating that the user selected Yes to exit Service Mode and that the first step is to step on the brake pedal, as specified in the Human Machine Interface Logic & Flow document. TLM shall reset the EPB Maintenance Mode timeout timer (T_EPB_MM) and continue the EPB Maintenance Mode operation according to the defined HMI flow.	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-048	Sys-RA-VF665_V42_VSM-729	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk signal to the Android Automotive layer through the vehicle communication network and Vehicle HAL (VHAL). VHAL shall forward the updated EPB Maintenance feedback signal to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework. CarPropertyManager shall notify the TLM application of the property update.\n\nWhen TLM receives the value "2" via signal\n$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$,\nTLM shall activate and display the popup indicating that the user selected Yes to enter Service Mode, but the vehicle speed is not at 0 mph, as specified in the Human Machine Interface Logic & Flow document. TLM shall reset the EPB Maintenance Mode timeout timer (T_EPB_MM).	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-049	Sys-RA-VF665_V42_VSM-730	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk signal to the Android Automotive layer through the vehicle communication network and Vehicle HAL (VHAL). VHAL shall forward the updated EPB Maintenance feedback signal to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework. CarPropertyManager shall notify the TLM application of the property update.\n\nWhen TLM receives the value "3" via signal\n$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$,\nTLM shall activate and display the popup indicating that the user selected Yes to enter Service Mode, but the vehicle is not in Park or Neutral, as specified in the Human Machine Interface Logic & Flow document. TLM shall reset the EPB Maintenance Mode timeout timer (T_EPB_MM).	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-EPBMaintenanceMode-050	Sys-RA-VF665_V42_VSM-731	EPB Maintenance Mode 	The HW supplier shall provide the IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk signal to the Android Automotive layer through the vehicle communication network and Vehicle HAL (VHAL). VHAL shall forward the updated EPB Maintenance feedback signal to CarPropertyService, which shall update CarPropertyManager through the Android Automotive framework. CarPropertyManager shall notify the TLM application of the property update.\n\nWhen TLM receives the value "4" via signal\n$IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk$,\nTLM shall activate and display the popup indicating that the user selected Yes to enter Service Mode, but the EPB switch is currently engaged, as specified in the Human Machine Interface Logic & Flow document. TLM shall reset the EPB Maintenance Mode timeout timer (T_EPB_MM).	1.00.00	Functional Requirement	Display (including HAL)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
