tc_id	req_id	leaf_section	test_set	sibling_tcs	axes	evidence	proposed_split	confidence	rationale
NR1L-RVCHMI-110	SWE1-RVC-103-01	28.7.1.1	Camera View Switching	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-111	SWE1-RVC-103-02	28.7.1.1	Camera View Switching	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-112	SWE1-RVC-104-01	28.7.1.2	Camera View Switching	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-113	SWE1-RVC-104-02	28.7.1.2	Camera View Switching	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-114	SWE1-RVC-105-01	28.7.2	Camera View Switching	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-115	SWE1-RVC-105-02	28.7.2	Camera View Switching	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-116	SWE1-RVC-105-03	28.7.2	Camera View Switching	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-117	SWE1-RVC-106-01	28.7.3	Camera View Switching	2	boundary	數值 10 seconds；TC 內出現之數 ['1', '11', '12', '2', '206', '2261']	0	L	邊界值以 `limit±1` 夾之而未寫出 limit 本身 —— 該寫法為 **A-CA30** 所迫（8 mph＝12.874752 km/h 無恰等之 raw），偵測器要求 limit 與 limit±1 同時出現故誤判
NR1L-RVCHMI-118	SWE1-RVC-106-02	28.7.3	Camera View Switching	2	boundary	數值 10 seconds；TC 內出現之數 ['1', '12', '2', '206', '2261', '3']	0	L	邊界值以 `limit±1` 夾之而未寫出 limit 本身 —— 該寫法為 **A-CA30** 所迫（8 mph＝12.874752 km/h 無恰等之 raw），偵測器要求 limit 與 limit±1 同時出現故誤判
NR1L-RVCHMI-119	SWE1-RVC-107	28.7.4	Camera View Switching	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-120	SWE1-RVC-108-01	28.8.1	Camera View Switching	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-121	SWE1-RVC-108-02	28.8.1	Camera View Switching	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-122	SWE1-RVC-108-03	28.8.1	Camera View Switching	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-123	SWE1-RVC-126	33.1.1	Wireless Camera Pairing	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-124	SWE1-RVC-127-01	33.1.2	Wireless Camera Pairing	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-125	SWE1-RVC-127-02	33.1.2	Wireless Camera Pairing	3	negative	來源否定句 'not'；ER 無否定	0	L	來源之否定詞位於**前提子句**（`When not equipped …`／`if the setting is not enabled`）或該否定側已由**同源兄弟列**承接
NR1L-RVCHMI-126	SWE1-RVC-127-03	33.1.2	Wireless Camera Pairing	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-127	SWE1-RVC-128	33.2.1	Wireless Camera Pairing	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-128	SWE1-RVC-109	29.1.1	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-129	SWE1-RVC-110-01	29.1.2	AUX Camera Settings	4	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-130	SWE1-RVC-110-02	29.1.2	AUX Camera Settings	4	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-131	SWE1-RVC-110-03	29.1.2	AUX Camera Settings	4	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-132	SWE1-RVC-110-04	29.1.2	AUX Camera Settings	4	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-133	SWE1-RVC-111	29.2.1	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-134	SWE1-RVC-112-01	29.2.2	AUX Camera Settings	4	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-135	SWE1-RVC-112-02	29.2.2	AUX Camera Settings	4	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-136	SWE1-RVC-112-03	29.2.2	AUX Camera Settings	4	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-137	SWE1-RVC-112-04	29.2.2	AUX Camera Settings	4	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-138	SWE1-RVC-113	29.2.3	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-139	SWE1-RVC-114-01	30.1.1	AUX Camera Settings	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-140	SWE1-RVC-114-02	30.1.1	AUX Camera Settings	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-141	SWE1-RVC-115	30.1.2	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-142	SWE1-RVC-116	30.1.3	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-143	SWE1-RVC-117	30.1.4	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-144	SWE1-RVC-118	30.1.5	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-145	SWE1-RVC-119-01	30.1.6	AUX Camera Settings	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-146	SWE1-RVC-119-02	30.1.6	AUX Camera Settings	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-147	SWE1-RVC-119-03	30.1.6	AUX Camera Settings	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-148	SWE1-RVC-120	31.1.1	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-149	SWE1-RVC-121-01	31.1.2	AUX Camera Settings	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-150	SWE1-RVC-121-02	31.1.2	AUX Camera Settings	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-151	SWE1-RVC-121-03	31.1.2	AUX Camera Settings	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-152	SWE1-RVC-122	31.1.3	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-153	SWE1-RVC-123	31.1.4	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-154	SWE1-RVC-124	31.1.5	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-155	SWE1-RVC-125-01	31.1.6	AUX Camera Settings	3	negative	來源否定句 'not'；ER 無否定	0	L	來源之否定詞位於**前提子句**（`When not equipped …`／`if the setting is not enabled`）或該否定側已由**同源兄弟列**承接
NR1L-RVCHMI-156	SWE1-RVC-125-02	31.1.6	AUX Camera Settings	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-157	SWE1-RVC-125-03	31.1.6	AUX Camera Settings	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-158	SWE1-RVC-148	34.9.1	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-159	SWE1-RVC-149	34.9.2.1	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-160	SWE1-RVC-150-01	34.9.2.2	AUX Camera Settings	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-161	SWE1-RVC-150-02	34.9.2.2	AUX Camera Settings	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-162	SWE1-RVC-151	34.9.4	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-163	SWE1-RVC-152-01	34.9.5	AUX Camera Settings	3	negative	來源否定句 'not'；ER 無否定	0	L	來源之否定詞位於**前提子句**（`When not equipped …`／`if the setting is not enabled`）或該否定側已由**同源兄弟列**承接
NR1L-RVCHMI-164	SWE1-RVC-152-02	34.9.5	AUX Camera Settings	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-165	SWE1-RVC-152-03	34.9.5	AUX Camera Settings	3	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-166	SWE1-RVC-153	34.9.6	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-167	SWE1-RVC-154	34.9.7	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-168	SWE1-RVC-155	34.9.8	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-169	SWE1-RVC-156	34.9.9	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-170	SWE1-RVC-157	34.10.1	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-171	SWE1-RVC-158	34.10.2	AUX Camera Settings	1	多觸發併列	4 個觸發步、3 種動作：Press／Select／Tap	0	L	偵測器把 `ENTER_CAMERA_SETTINGS`／App Drawer 之**導航 hop** 計為觸發步；實際觸發只有一個
NR1L-RVCHMI-172	SWE1-RVC-159	34.10.3	AUX Camera Settings	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-173	SWE1-RVC-026	8.2	Warning Banners	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-174	SWE1-RVC-027	8.3	Warning Banners	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-175	SWE1-RVC-028	8.3.1	Warning Banners	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-176	SWE1-RVC-029	8.3.2	Warning Banners	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-177	SWE1-RVC-030	8.3.3	Warning Banners	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-178	SWE1-RVC-031-01	8.4	Warning Banners	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-179	SWE1-RVC-031-02	8.4	Warning Banners	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-180	SWE1-RVC-032	8.4.1	Warning Banners	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-181	SWE1-RVC-036	9.2	Warning Banners	1	boundary	數值 5 seconds；TC 內出現之數 ['1', '2', '3', '4', '6']	0	L	邊界值以 `limit±1` 夾之而未寫出 limit 本身 —— 該寫法為 **A-CA30** 所迫（8 mph＝12.874752 km/h 無恰等之 raw），偵測器要求 limit 與 limit±1 同時出現故誤判
NR1L-RVCHMI-182	SWE1-RVC-037	9.2.1	Warning Banners	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-183	SWE1-RVC-038	9.2.2	Warning Banners	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-184	SWE1-RVC-039	9.2.3	Warning Banners	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-185	SWE1-RVC-001	6.2	PAM Integration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-186	SWE1-RVC-002-01	6.2.1	PAM Integration	2	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-187	SWE1-RVC-002-02	6.2.1	PAM Integration	2	negative	來源否定句 'not'；ER 無否定	0	L	來源之否定詞位於**前提子句**（`When not equipped …`／`if the setting is not enabled`）或該否定側已由**同源兄弟列**承接
NR1L-RVCHMI-188	SWE1-RVC-003	6.2.2	PAM Integration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-189	SWE1-RVC-004	6.3	PAM Integration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-190	SWE1-RVC-005	6.4	PAM Integration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-191	SWE1-RVC-006	6.5	PAM Integration	1	列舉	並列 3 項 vs 兄弟 TC 1：ParkSense／Front ParkSense／Side Distance Warning	0	L	三項為圖之腳註而非需求之並列項（`-191`）
NR1L-RVCHMI-192	SWE1-RVC-035	8.8	PAM Integration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-193	SWE1-RVC-040	11.1	PAM Integration	1	none	無並列項／無數值單位／無否定句／單一觸發（全文掃描）	0	—	無並列項／無數值單位／無否定句／單一觸發（Description 全文掃描，已剝除影像 token）
NR1L-RVCHMI-194	SWE1-RVC-045	6.2.2.1	Camera Settings	1	多觸發併列	6 個觸發步、4 種動作：Press／Select／Send／Set	0	L	偵測器把 `ENTER_CAMERA_SETTINGS`／App Drawer 之**導航 hop** 計為觸發步；實際觸發只有一個
NR1L-RVCHMI-195	SWE1-RVC-046	6.2.2.2	Camera Settings	1	多觸發併列	5 個觸發步、3 種動作：Press／Select／Set	0	L	偵測器把 `ENTER_CAMERA_SETTINGS`／App Drawer 之**導航 hop** 計為觸發步；實際觸發只有一個
NR1L-RVCHMI-196	SWE1-RVC-047-01	6.2.2.3	Camera Settings	2	negative；多觸發併列	來源否定句 'no'；ER 無否定 ｜ 4 個觸發步、3 種動作：Press／Select／Set	1	M	§6.2.2.3 之 `toggle between having fixed guidelines or **no guidelines**`，本列只驗 On 一側；Off 側（無固定輔助線）可測，追加 1 列。對照 `-195`（Active Guidelines）已驗 On／Off 兩側
NR1L-RVCHMI-197	SWE1-RVC-047-02	6.2.2.3	Camera Settings	2	negative；多觸發併列	來源否定句 'no'；ER 無否定 ｜ 4 個觸發步、3 種動作：Press／Select／Set	0	L	來源之否定詞位於**前提子句**（`When not equipped …`／`if the setting is not enabled`）或該否定側已由**同源兄弟列**承接；偵測器把 `ENTER_CAMERA_SETTINGS`／App Drawer 之**導航 hop** 計為觸發步；實際觸發只有一個
