sheet	row	col	tc_id	rule	old_text	new_text	mechanical
Test Case Specification&Result	97	13	NR1L-PowerManagement-088	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	98	12	NR1L-PowerManagement-089	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	98	12	NR1L-PowerManagement-089	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	98	13	NR1L-PowerManagement-089	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	99	12	NR1L-PowerManagement-090	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	99	12	NR1L-PowerManagement-090	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	99	13	NR1L-PowerManagement-090	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	100	12	NR1L-PowerManagement-091	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	100	12	NR1L-PowerManagement-091	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	100	13	NR1L-PowerManagement-091	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	101	12	NR1L-PowerManagement-092	P-v3→v4:send	Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)	Y
Test Case Specification&Result	101	12	NR1L-PowerManagement-092	P-v3→v4:send	Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 0 (Remote Start Not Active)	Send CAN: STATUS_BH_BCM2.RemStActvSts = 0 (Remote Start Not Active)	Y
Test Case Specification&Result	102	12	NR1L-PowerManagement-093	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	102	12	NR1L-PowerManagement-093	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	102	13	NR1L-PowerManagement-093	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	103	12	NR1L-PowerManagement-094	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	Y
Test Case Specification&Result	103	12	NR1L-PowerManagement-094	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	Y
Test Case Specification&Result	103	12	NR1L-PowerManagement-094	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	103	12	NR1L-PowerManagement-094	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	103	13	NR1L-PowerManagement-094	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	104	12	NR1L-PowerManagement-095	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	104	12	NR1L-PowerManagement-095	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	104	13	NR1L-PowerManagement-095	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	105	12	NR1L-PowerManagement-096	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	Y
Test Case Specification&Result	105	12	NR1L-PowerManagement-096	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	Y
Test Case Specification&Result	105	12	NR1L-PowerManagement-096	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	105	12	NR1L-PowerManagement-096	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	105	13	NR1L-PowerManagement-096	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	106	12	NR1L-PowerManagement-097	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	106	13	NR1L-PowerManagement-097	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	108	12	NR1L-PowerManagement-099	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	108	12	NR1L-PowerManagement-099	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	108	13	NR1L-PowerManagement-099	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	109	12	NR1L-PowerManagement-100	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	109	12	NR1L-PowerManagement-100	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	109	13	NR1L-PowerManagement-100	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	110	12	NR1L-PowerManagement-101	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	110	13	NR1L-PowerManagement-101	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	111	12	NR1L-PowerManagement-102	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	111	12	NR1L-PowerManagement-102	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	111	13	NR1L-PowerManagement-102	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	112	12	NR1L-PowerManagement-103	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	Y
Test Case Specification&Result	112	12	NR1L-PowerManagement-103	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	Y
Test Case Specification&Result	112	12	NR1L-PowerManagement-103	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	112	13	NR1L-PowerManagement-103	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	113	12	NR1L-PowerManagement-104	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	Y
Test Case Specification&Result	113	12	NR1L-PowerManagement-104	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	Y
Test Case Specification&Result	113	12	NR1L-PowerManagement-104	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	113	12	NR1L-PowerManagement-104	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	113	13	NR1L-PowerManagement-104	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	114	12	NR1L-PowerManagement-105	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	114	12	NR1L-PowerManagement-105	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	114	13	NR1L-PowerManagement-105	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	115	12	NR1L-PowerManagement-106	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	115	13	NR1L-PowerManagement-106	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	116	12	NR1L-PowerManagement-107	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	116	13	NR1L-PowerManagement-107	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	117	12	NR1L-PowerManagement-108	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	117	13	NR1L-PowerManagement-108	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	118	12	NR1L-PowerManagement-109	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	118	13	NR1L-PowerManagement-109	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 5 (Logistic_On) is received	STATUS_TELEMATIC.PowerSts_Telematic = 5 (Logistic_On) is sent	Y
Test Case Specification&Result	119	12	NR1L-PowerManagement-110	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	119	12	NR1L-PowerManagement-110	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	119	13	NR1L-PowerManagement-110	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	119	13	NR1L-PowerManagement-110	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	120	12	NR1L-PowerManagement-111	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	120	12	NR1L-PowerManagement-111	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	120	13	NR1L-PowerManagement-111	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	120	13	NR1L-PowerManagement-111	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	122	12	NR1L-PowerManagement-113	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	122	13	NR1L-PowerManagement-113	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	123	12	NR1L-PowerManagement-114	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	123	13	NR1L-PowerManagement-114	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	124	12	NR1L-PowerManagement-115	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	124	13	NR1L-PowerManagement-115	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	125	12	NR1L-PowerManagement-116	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	Y
Test Case Specification&Result	125	12	NR1L-PowerManagement-116	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	Y
Test Case Specification&Result	126	10	NR1L-PowerManagement-117	P-v3→v4:bare	$CLIMATIC_PANEL.Radio_btn0$		N
Test Case Specification&Result	126	12	NR1L-PowerManagement-117	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	126	13	NR1L-PowerManagement-117	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	127	10	NR1L-PowerManagement-118	P-v3→v4:bare	$CLIMATIC_PANEL.Radio_btn0$		N
Test Case Specification&Result	127	12	NR1L-PowerManagement-118	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	127	13	NR1L-PowerManagement-118	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	128	12	NR1L-PowerManagement-119	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	Y
Test Case Specification&Result	128	12	NR1L-PowerManagement-119	P-v3→v4:send	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	Y
Test Case Specification&Result	128	12	NR1L-PowerManagement-119	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	128	13	NR1L-PowerManagement-119	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	129	12	NR1L-PowerManagement-120	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.DriverDoorSts$ = 1 (Open)	Send CAN: STATUS_BH_BCM1.DriverDoorSts = 1 (Open)	Y
Test Case Specification&Result	129	12	NR1L-PowerManagement-120	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	129	13	NR1L-PowerManagement-120	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	130	12	NR1L-PowerManagement-121	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.PsngrDoorSts$ = 1 (Open)	Send CAN: STATUS_BH_BCM1.PsngrDoorSts = 1 (Open)	Y
Test Case Specification&Result	130	12	NR1L-PowerManagement-121	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	130	13	NR1L-PowerManagement-121	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	131	12	NR1L-PowerManagement-122	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.DriverDoorSts$ = 1 (Open)	Send CAN: STATUS_BH_BCM1.DriverDoorSts = 1 (Open)	Y
Test Case Specification&Result	131	12	NR1L-PowerManagement-122	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	131	13	NR1L-PowerManagement-122	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	132	12	NR1L-PowerManagement-123	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.DriverDoorSts$ = 1 (Open)	Send CAN: STATUS_BH_BCM1.DriverDoorSts = 1 (Open)	Y
Test Case Specification&Result	132	12	NR1L-PowerManagement-123	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	132	13	NR1L-PowerManagement-123	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	135	12	NR1L-PowerManagement-126	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	135	13	NR1L-PowerManagement-126	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	138	12	NR1L-PowerManagement-129	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	138	13	NR1L-PowerManagement-129	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	145	12	NR1L-PowerManagement-136	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	145	13	NR1L-PowerManagement-136	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	146	12	NR1L-PowerManagement-137	P-v3→v4:send	Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 0 (Remote Start Not Active)	Send CAN: STATUS_BH_BCM2.RemStActvSts = 0 (Remote Start Not Active)	Y
Test Case Specification&Result	146	12	NR1L-PowerManagement-137	P-v3→v4:send	Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)	Y
Test Case Specification&Result	146	12	NR1L-PowerManagement-137	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	146	13	NR1L-PowerManagement-137	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 7 (Partial_Operation) is sent	Y
Test Case Specification&Result	147	12	NR1L-PowerManagement-138	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	Y
Test Case Specification&Result	147	12	NR1L-PowerManagement-138	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	147	13	NR1L-PowerManagement-138	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	148	12	NR1L-PowerManagement-139	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	Y
Test Case Specification&Result	148	12	NR1L-PowerManagement-139	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	148	13	NR1L-PowerManagement-139	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	152	12	NR1L-PowerManagement-143	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	153	12	NR1L-PowerManagement-144	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	153	13	NR1L-PowerManagement-144	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	154	12	NR1L-PowerManagement-145	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	154	12	NR1L-PowerManagement-145	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	154	13	NR1L-PowerManagement-145	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	155	12	NR1L-PowerManagement-146	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	155	13	NR1L-PowerManagement-146	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	Y
Test Case Specification&Result	156	12	NR1L-PowerManagement-147	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	156	13	NR1L-PowerManagement-147	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	157	12	NR1L-PowerManagement-148	P-v3→v4:send	Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 0 (Remote Start Not Active)	Send CAN: STATUS_BH_BCM2.RemStActvSts = 0 (Remote Start Not Active)	Y
Test Case Specification&Result	157	12	NR1L-PowerManagement-148	P-v3→v4:send	Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)	Y
Test Case Specification&Result	157	12	NR1L-PowerManagement-148	P-v3→v4:send	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	Y
Test Case Specification&Result	157	12	NR1L-PowerManagement-148	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	157	13	NR1L-PowerManagement-148	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 7 (Partial_Operation) is sent	Y
Test Case Specification&Result	158	12	NR1L-PowerManagement-149	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	158	13	NR1L-PowerManagement-149	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	159	12	NR1L-PowerManagement-150	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	159	13	NR1L-PowerManagement-150	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	160	12	NR1L-PowerManagement-151	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
