sheet	row	col	text	class	去向	lint_detail
Test Case Specification&Result	67	proc	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	68	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	69	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	70	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	71	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is st	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	71	er	3. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is still re	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	72	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	73	proc	1. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = a value other than 2 (I	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_BH_BCM1.OperationalModeSts$'
Test Case Specification&Result	73	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	74	proc	1. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = a value other than 2 (I	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_BH_BCM1.OperationalModeSts$'
Test Case Specification&Result	76	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	77	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	78	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	79	proc	"1. Drive CLIMATIC_PANEL.Radio_Btn0 from ""Not_Pressed"" to ""Pressed"""	ReviseC	Revise-C：CFTS 回查	賦值未寫成 `<MSG>.<Sig> = <raw> (<label>)`：'CLIMATIC_PANEL.Radio_Btn0 from'
Test Case Specification&Result	79	proc	"1. Drive CLIMATIC_PANEL.Radio_Btn0 from ""Not_Pressed"" to ""Pressed"""	ReviseC	Revise-C：CFTS 回查	Procedure 之 CAN 賦值行缺 `Send CAN:` 前綴（R-1 v2(a)）
Test Case Specification&Result	80	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	81	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	82	proc	"1. Drive CLIMATIC_PANEL.Radio_Btn0 from ""Not_Pressed"" to ""Pressed"""	ReviseC	Revise-C：CFTS 回查	賦值未寫成 `<MSG>.<Sig> = <raw> (<label>)`：'CLIMATIC_PANEL.Radio_Btn0 from'
Test Case Specification&Result	82	proc	"1. Drive CLIMATIC_PANEL.Radio_Btn0 from ""Not_Pressed"" to ""Pressed"""	ReviseC	Revise-C：CFTS 回查	Procedure 之 CAN 賦值行缺 `Send CAN:` 前綴（R-1 v2(a)）
Test Case Specification&Result	82	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	83	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	84	proc	"1. Send the signal STATUS_BH_BCM1.PsngrDoorSts = ""Open"""	ReviseC	Revise-C：CFTS 回查	賦值未寫成 `<MSG>.<Sig> = <raw> (<label>)`：'STATUS_BH_BCM1.PsngrDoorSts ='
Test Case Specification&Result	84	proc	"1. Send the signal STATUS_BH_BCM1.PsngrDoorSts = ""Open"""	ReviseC	Revise-C：CFTS 回查	Procedure 之 CAN 賦值行缺 `Send CAN:` 前綴（R-1 v2(a)）
Test Case Specification&Result	84	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	85	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	86	proc	"1. Send the value STATUS_BH_BCM1.DriverDoorSts = ""Open"""	ReviseC	Revise-C：CFTS 回查	賦值未寫成 `<MSG>.<Sig> = <raw> (<label>)`：'STATUS_BH_BCM1.DriverDoorSts ='
Test Case Specification&Result	86	proc	"1. Send the value STATUS_BH_BCM1.DriverDoorSts = ""Open"""	ReviseC	Revise-C：CFTS 回查	Procedure 之 CAN 賦值行缺 `Send CAN:` 前綴（R-1 v2(a)）
Test Case Specification&Result	86	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	89	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	90	proc	2. Apply ENTER_TIMED and read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ a	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	90	proc	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	91	proc	2. Apply ENTER_TIMED and read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ a	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	91	proc	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	92	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	93	proc	2. Apply ENTER_TIMED and read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ a	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	93	proc	3. Hold for the PROXI Switch_Off_Time value, then read the signal $STATUS_TELEMA	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	94	proc	2. Apply ENTER_TIMED and read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ a	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	94	proc	3. Hold for the $BCM_FD_27.Comfort_Enable_Time$ (DR-PW26) value, then read the s	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$BCM_FD_27.Comfort_Enable_Time$'
Test Case Specification&Result	94	proc	3. Hold for the $BCM_FD_27.Comfort_Enable_Time$ (DR-PW26) value, then read the s	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	94	er	3. STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent after the $BCM_FD_2	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$BCM_FD_27.Comfort_Enable_Time$'
Test Case Specification&Result	97	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	98	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	99	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	100	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	102	proc	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	103	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	104	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	105	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	106	pre	3. $STATUS_BH_BCM2.RemStActvSts$ = 0 (Remote Start Not Active)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_BH_BCM2.RemStActvSts$'
Test Case Specification&Result	106	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	106	test_item(括號下半)	(read $STATUS_TELEMATIC.PowerSts_Telematic$ -> The TLM passes to Partial Operati	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	107	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	109	proc	5. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	111	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	113	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	116	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	119	proc	1. Apply ENTER_FULL_OPERATION, send the signal $STATUS_BH_BCM1.OperationalModeSt	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_BH_BCM1.OperationalModeSts$'
Test Case Specification&Result	119	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and record the value as	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	119	proc	5. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	119	er	4. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ after the SNA value is	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	119	er	5. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ after the SNA value is	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	120	proc	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	120	proc	6. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	121	proc	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	121	proc	6. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	124	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	126	proc	2. PENDING: DR-PW26 Sleep 態之觀察方法（CAN 睡眠後無法以 CAN 讀 $STATUS_TELEMATIC.PowerSts_Tel	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	134	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	135	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	138	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	139	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	140	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	141	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	142	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	143	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	145	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	146	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	147	proc	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	148	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	161	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	170	proc	7. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	173	proc	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	174	pre	3. $BCM_FD_27.Comfort_Enable_Time$ is at a value other than 0 (DR-PW26)	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$BCM_FD_27.Comfort_Enable_Time$'
Test Case Specification&Result	174	proc	1. Place a second bluetooth call from the paired phone while $BCM_FD_27.Comfort_	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$BCM_FD_27.Comfort_Enable_Time$'
Test Case Specification&Result	174	proc	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	174	er	1. The second bluetooth call reaches the HU before $BCM_FD_27.Comfort_Enable_Tim	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$BCM_FD_27.Comfort_Enable_Time$'
Test Case Specification&Result	175	proc	3. Check that the call audio is present on the HU speakers, and read the signal 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	176	proc	3. Check that the call audio is present on the HU speakers, and read the signal 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	177	proc	3. Check that the call audio is present on the HU speakers, and read the signal 	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
Test Case Specification&Result	178	proc	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is th	bare-$	Revise-C：逐 TC 回查 CFTS 原句取 raw (label)，查無登 DR	v3 記法殘留（R-G70(h)：`$` 包覆式已撤銷）'$STATUS_TELEMATIC.PowerSts_Telematic$'
