file	sha12	sheet	row	col	klass	rule	old_text	new_text
pm_29.xlsx	35305835796a	Test Case Specification&Result	82	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	83	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	1. Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)
pm_29.xlsx	35305835796a	Test Case Specification&Result	83	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	83	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active) is registered without a bus error	1. STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	83	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	84	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	1. Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)
pm_29.xlsx	35305835796a	Test Case Specification&Result	84	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	84	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active) is registered without a bus error	1. STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	84	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	85	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	1. Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)
pm_29.xlsx	35305835796a	Test Case Specification&Result	85	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	85	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active) is registered without a bus error	1. STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	85	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	86	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	86	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	87	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	87	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	88	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	88	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	89	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	89	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	90	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	90	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	91	proc	mechanical	d-read	1. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 7 (Partial_Operation)	1. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 7 (Partial_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	91	er	needs_ruling	er-tail-is-received→is sent <時機>	1. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	93	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	1. Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)
pm_29.xlsx	35305835796a	Test Case Specification&Result	93	proc	mechanical	c-send	2. Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 0 (Remote Start Not Active)	2. Send CAN: STATUS_BH_BCM2.RemStActvSts = 0 (Remote Start Not Active)
pm_29.xlsx	35305835796a	Test Case Specification&Result	93	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active) is sent	1. STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active) is sent
pm_29.xlsx	35305835796a	Test Case Specification&Result	93	er	mechanical	d-er-signal	2. The signal $STATUS_BH_BCM2.RemStActvSts$ = 0 (Remote Start Not Active) is registered without a bus error	2. STATUS_BH_BCM2.RemStActvSts = 0 (Remote Start Not Active) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	95	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	1. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)
pm_29.xlsx	35305835796a	Test Case Specification&Result	95	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	95	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off) is registered without a bus error	1. STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	95	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	96	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	1. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)
pm_29.xlsx	35305835796a	Test Case Specification&Result	96	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 (Timed)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	96	proc	mechanical	d-read	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is no longer 2 (Timed)	4. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is no longer 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	96	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off) is registered without a bus error	1. STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	96	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	96	er	mechanical	d-er-value	4. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ is no longer 2 (Timed)	4. STATUS_TELEMATIC.PowerSts_Telematic is no longer 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	97	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM1.DriverDoorSts$ = 1 (Open)	1. Send CAN: STATUS_BH_BCM1.DriverDoorSts = 1 (Open)
pm_29.xlsx	35305835796a	Test Case Specification&Result	97	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	97	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM1.DriverDoorSts$ = 1 (Open) is registered without a bus error	1. STATUS_BH_BCM1.DriverDoorSts = 1 (Open) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	97	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	98	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	1. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)
pm_29.xlsx	35305835796a	Test Case Specification&Result	98	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 (Timed)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	98	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off) is registered without a bus error	1. STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	98	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	99	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	1. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)
pm_29.xlsx	35305835796a	Test Case Specification&Result	99	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	99	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off) is registered without a bus error	1. STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	99	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	100	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	1. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)
pm_29.xlsx	35305835796a	Test Case Specification&Result	100	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 2 (Timed)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 2 (Timed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	100	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off) is registered without a bus error	1. STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	100	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	101	pre	mechanical	sig-bare	2. $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	2. STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)
pm_29.xlsx	35305835796a	Test Case Specification&Result	101	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	1. Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)
pm_29.xlsx	35305835796a	Test Case Specification&Result	101	proc	mechanical	c-send	2. Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 0 (Remote Start Not Active)	2. Send CAN: STATUS_BH_BCM2.RemStActvSts = 0 (Remote Start Not Active)
pm_29.xlsx	35305835796a	Test Case Specification&Result	101	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active) is sent	1. STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active) is sent
pm_29.xlsx	35305835796a	Test Case Specification&Result	101	er	mechanical	d-er-signal	2. The signal $STATUS_BH_BCM2.RemStActvSts$ = 0 (Remote Start Not Active) is registered without a bus error	2. STATUS_BH_BCM2.RemStActvSts = 0 (Remote Start Not Active) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	102	proc	mechanical	c-send	2. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and check that the HU does not power up automatically	2. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On) and check that the HU does not power up automatically
pm_29.xlsx	35305835796a	Test Case Specification&Result	102	proc	mechanical	d-read	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 3 (Idle)	3. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 3 (Idle)
pm_29.xlsx	35305835796a	Test Case Specification&Result	102	er	needs_ruling	er-tail-is-received→is sent <時機>	3. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	103	proc	mechanical	c-send	1. Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	1. Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	103	proc	mechanical	c-send	2. Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	2. Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	103	proc	mechanical	c-send	3. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and check that the HU does not power up automatically	3. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On) and check that the HU does not power up automatically
pm_29.xlsx	35305835796a	Test Case Specification&Result	103	proc	mechanical	d-read	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 3 (Idle)	4. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 3 (Idle)
pm_29.xlsx	35305835796a	Test Case Specification&Result	103	er	mechanical	d-er-signal	1. The signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed) is sent	1. CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed) is sent
pm_29.xlsx	35305835796a	Test Case Specification&Result	103	er	mechanical	d-er-signal	2. The signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed) is registered without a bus error	2. CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	103	er	needs_ruling	er-tail-is-received→is sent <時機>	4. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	104	proc	mechanical	c-send	2. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and check that the HU does not power up automatically	2. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On) and check that the HU does not power up automatically
pm_29.xlsx	35305835796a	Test Case Specification&Result	104	proc	mechanical	d-read	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 3 (Idle)	3. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 3 (Idle)
pm_29.xlsx	35305835796a	Test Case Specification&Result	104	er	needs_ruling	er-tail-is-received→is sent <時機>	3. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	105	proc	mechanical	c-send	1. Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	1. Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	105	proc	mechanical	c-send	2. Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	2. Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	105	proc	mechanical	c-send	3. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and check that the HU does not power up automatically	3. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On) and check that the HU does not power up automatically
pm_29.xlsx	35305835796a	Test Case Specification&Result	105	proc	mechanical	d-read	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 3 (Idle)	4. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 3 (Idle)
pm_29.xlsx	35305835796a	Test Case Specification&Result	105	er	mechanical	d-er-signal	1. The signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed) is sent	1. CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed) is sent
pm_29.xlsx	35305835796a	Test Case Specification&Result	105	er	mechanical	d-er-signal	2. The signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed) is registered without a bus error	2. CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	105	er	needs_ruling	er-tail-is-received→is sent <時機>	4. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	106	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 4 (Full_Operation)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 4 (Full_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	106	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	108	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	1. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)
pm_29.xlsx	35305835796a	Test Case Specification&Result	108	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	108	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off) is registered without a bus error	1. STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	108	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	109	proc	mechanical	c-send	1. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	1. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)
pm_29.xlsx	35305835796a	Test Case Specification&Result	109	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 1 (Standby)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 1 (Standby)
pm_29.xlsx	35305835796a	Test Case Specification&Result	109	er	mechanical	d-er-signal	1. The signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off) is registered without a bus error	1. STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	109	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	110	proc	mechanical	d-read	2. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is still 3 (Idle)	2. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is still 3 (Idle)
pm_29.xlsx	35305835796a	Test Case Specification&Result	110	er	needs_ruling	er-tail-is-received→is sent <時機>	2. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	111	proc	mechanical	c-send	3. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and check that the HU powers up automatically and shows the splash screen	3. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On) and check that the HU powers up automatically and shows the splash screen
pm_29.xlsx	35305835796a	Test Case Specification&Result	111	proc	mechanical	d-read	4. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 4 (Full_Operation)	4. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 4 (Full_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	111	er	needs_ruling	er-tail-is-received→is sent <時機>	4. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	112	proc	mechanical	c-send	1. Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	1. Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	112	proc	mechanical	c-send	2. Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	2. Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	112	proc	mechanical	d-read	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is still 3 (Idle)	3. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is still 3 (Idle)
pm_29.xlsx	35305835796a	Test Case Specification&Result	112	er	mechanical	d-er-signal	1. The signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed) is sent	1. CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed) is sent
pm_29.xlsx	35305835796a	Test Case Specification&Result	112	er	mechanical	d-er-signal	2. The signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed) is registered without a bus error	2. CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	112	er	needs_ruling	er-tail-is-received→is sent <時機>	3. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	113	proc	mechanical	c-send	1. Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	1. Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	113	proc	mechanical	c-send	2. Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	2. Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)
pm_29.xlsx	35305835796a	Test Case Specification&Result	113	proc	mechanical	c-send	4. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and check that the HU powers up automatically and shows the splash screen	4. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On) and check that the HU powers up automatically and shows the splash screen
pm_29.xlsx	35305835796a	Test Case Specification&Result	113	proc	mechanical	d-read	5. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 4 (Full_Operation)	5. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 4 (Full_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	113	er	mechanical	d-er-signal	1. The signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed) is sent	1. CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed) is sent
pm_29.xlsx	35305835796a	Test Case Specification&Result	113	er	mechanical	d-er-signal	2. The signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed) is registered without a bus error	2. CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed) is registered without a bus error
pm_29.xlsx	35305835796a	Test Case Specification&Result	113	er	needs_ruling	er-tail-is-received→is sent <時機>	5. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	
pm_29.xlsx	35305835796a	Test Case Specification&Result	114	proc	mechanical	c-send	2. Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On) and check that the HU powers up automatically and shows the splash screen	2. Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On) and check that the HU powers up automatically and shows the splash screen
pm_29.xlsx	35305835796a	Test Case Specification&Result	114	proc	mechanical	d-read	3. Read the signal $STATUS_TELEMATIC.PowerSts_Telematic$ and check that it is 4 (Full_Operation)	3. Read STATUS_TELEMATIC.PowerSts_Telematic and check that it is 4 (Full_Operation)
pm_29.xlsx	35305835796a	Test Case Specification&Result	114	er	needs_ruling	er-tail-is-received→is sent <時機>	3. The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	
