row	col	old_text	new_text	rule
105	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	send
105	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
105	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
105	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
105	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
106	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
106	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
108	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
108	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
108	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
108	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
109	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
109	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
109	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
109	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
110	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
110	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
111	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
111	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
111	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
112	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	send
112	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	send
112	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
112	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
112	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
113	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	send
113	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	send
113	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
113	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
113	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
113	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
114	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
114	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
114	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
115	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
115	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
116	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
116	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
117	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
117	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
118	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
118	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 5 (Logistic_On) is received	STATUS_TELEMATIC.PowerSts_Telematic = 5 (Logistic_On) is sent	recv
118	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
119	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
119	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
119	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
119	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
119	13	$STATUS_BH_BCM1.OperationalModeSts$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
120	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
120	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
120	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
120	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
120	13	$STATUS_BH_BCM1.OperationalModeSts$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
122	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
122	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
123	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
123	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
124	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
124	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
125	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	send
125	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	send
125	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
126	10	$CLIMATIC_PANEL.Radio_btn0$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
126	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
126	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
127	10	$CLIMATIC_PANEL.Radio_btn0$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
127	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
127	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
128	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 0 (Not_Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 0 (Not_Pressed)	send
128	12	Send the signal $CLIMATIC_PANEL.Radio_btn0$ = 1 (Pressed)	Send CAN: CLIMATIC_PANEL.Radio_btn0 = 1 (Pressed)	send
128	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
128	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
128	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
129	12	Send the signal $STATUS_BH_BCM1.DriverDoorSts$ = 1 (Open)	Send CAN: STATUS_BH_BCM1.DriverDoorSts = 1 (Open)	send
129	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
129	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
129	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
130	12	Send the signal $STATUS_BH_BCM1.PsngrDoorSts$ = 1 (Open)	Send CAN: STATUS_BH_BCM1.PsngrDoorSts = 1 (Open)	send
130	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
130	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
130	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
131	12	Send the signal $STATUS_BH_BCM1.DriverDoorSts$ = 1 (Open)	Send CAN: STATUS_BH_BCM1.DriverDoorSts = 1 (Open)	send
131	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
131	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
131	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
132	12	Send the signal $STATUS_BH_BCM1.DriverDoorSts$ = 1 (Open)	Send CAN: STATUS_BH_BCM1.DriverDoorSts = 1 (Open)	send
132	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
132	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
132	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
135	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
135	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
138	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
138	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
145	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
145	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
146	12	Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 0 (Remote Start Not Active)	Send CAN: STATUS_BH_BCM2.RemStActvSts = 0 (Remote Start Not Active)	send
146	12	Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)	send
146	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
146	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 7 (Partial_Operation) is sent	recv
146	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
147	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
147	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
147	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
147	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
148	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
148	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
148	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
148	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
152	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
153	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
153	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
154	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
154	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
154	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
155	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
155	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 4 (Full_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 4 (Full_Operation) is sent	recv
156	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
156	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	recv
157	12	Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 0 (Remote Start Not Active)	Send CAN: STATUS_BH_BCM2.RemStActvSts = 0 (Remote Start Not Active)	send
157	12	Send the signal $STATUS_BH_BCM2.RemStActvSts$ = 1 (Remote Start Active)	Send CAN: STATUS_BH_BCM2.RemStActvSts = 1 (Remote Start Active)	send
157	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 4 (Ignition_On)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 4 (Ignition_On)	send
157	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
157	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 7 (Partial_Operation) is received	STATUS_TELEMATIC.PowerSts_Telematic = 7 (Partial_Operation) is sent	recv
157	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
158	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
158	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
159	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
159	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
160	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
160	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
160	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
160	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
161	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
161	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
162	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
162	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
163	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
163	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
164	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
164	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
165	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
165	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
166	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
166	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
166	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
166	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
167	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
167	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
168	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
168	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
169	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
169	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
169	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	recv
169	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
170	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 15 (SNA)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 15 (SNA)	send
170	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
170	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
170	13	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
175	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
175	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
175	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
175	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
176	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
176	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
176	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
176	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
177	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
177	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
177	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
177	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
178	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
178	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
178	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
178	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
179	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
179	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
179	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
179	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
180	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 2 (Ignition_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 2 (Ignition_Off)	send
180	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
180	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
180	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
181	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
181	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
181	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
181	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
182	12	Send the signal $STATUS_BH_BCM1.OperationalModeSts$ = 10 (Ignition_Pre_Off)	Send CAN: STATUS_BH_BCM1.OperationalModeSts = 10 (Ignition_Pre_Off)	send
182	12	$STATUS_TELEMATIC.PowerSts_Telematic$	（缺 raw(label)，不可機械轉，須查 DBC）	bare-$MSG.Sig$
182	13	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	recv
182	13	is registered without a bus error	（保留；非 v3 記法，R-G70 未廢）	buserror
