path	line	rg_id	side	basis	line_text
docs/fw036/handoff/25_wp2.md	121	R-G13	FO	CONTEXT_KW	23 包 §G 全項 + R-G13 引用表（本包既有引用之 sha8：R-G5@`9814d24c`、
docs/fw036/handoff/25_wp2.md	122	R-G13	FO	CONTEXT_KW	R-G13@`abdc56e3`、R-G14@`fb508d10`、R-G16@`2ec55d94`、R-G17@`24cdeec6`、
docs/fw036/handoff/25_wp2.md	122	R-G14	AMBIGUOUS	NO_KW	R-G13@`abdc56e3`、R-G14@`fb508d10`、R-G16@`2ec55d94`、R-G17@`24cdeec6`、
docs/fw036/handoff/25_wp2.md	122	R-G16	AMBIGUOUS	NO_KW	R-G13@`abdc56e3`、R-G14@`fb508d10`、R-G16@`2ec55d94`、R-G17@`24cdeec6`、
docs/fw036/handoff/25_wp2.md	122	R-G17	AMBIGUOUS	NO_KW	R-G13@`abdc56e3`、R-G14@`fb508d10`、R-G16@`2ec55d94`、R-G17@`24cdeec6`、
docs/fw036/handoff/25_wp2.md	123	R-G18	AMBIGUOUS	NO_KW	R-G18@`8f61f9fd`；實讀不符即停，R-G22 生效後依其處置）+ 38 處逐處
docs/fw036/handoff/25_wp2.md	123	R-G22	FO	CONTEXT_KW	R-G18@`8f61f9fd`；實讀不符即停，R-G22 生效後依其處置）+ 38 處逐處
docs/fw036/handoff/25_wp2.md	130	R-G22	AMBIGUOUS	NO_KW	- [x] 裁定 C／R-G22 — 區塊已列
docs/fw036/handoff/25_wp2.md	134	R-G13	FO	CONTEXT_KW	本包引用之既有條文：R-G5、R-G13、R-G14、R-G16、R-G17、R-G18（sha8 見 §G）、
docs/fw036/handoff/25_wp2.md	134	R-G14	AMBIGUOUS	NO_KW	本包引用之既有條文：R-G5、R-G13、R-G14、R-G16、R-G17、R-G18（sha8 見 §G）、
docs/fw036/handoff/25_wp2.md	134	R-G16	AMBIGUOUS	NO_KW	本包引用之既有條文：R-G5、R-G13、R-G14、R-G16、R-G17、R-G18（sha8 見 §G）、
docs/fw036/handoff/25_wp2.md	134	R-G17	AMBIGUOUS	NO_KW	本包引用之既有條文：R-G5、R-G13、R-G14、R-G16、R-G17、R-G18（sha8 見 §G）、
docs/fw036/handoff/25_wp2.md	134	R-G18	FO	CONTEXT_KW	本包引用之既有條文：R-G5、R-G13、R-G14、R-G16、R-G17、R-G18（sha8 見 §G）、
docs/fw036/handoff/25_wp2.md	135	R-G12	AMBIGUOUS	NO_KW	R-G9、R-G12、G-D、G-N、A-VS02、FO §5a-12、23 包 §E／§G、24 上繳
docs/fw036/handoff/26_wp3.md	5	R-G23	AMBIGUOUS	NO_KW	> `26_wp3_closeout.md` 15:16），各指定不同上繳檔名，且**同一新條號 `R-G23`
docs/fw036/handoff/26_wp3.md	7	R-G23	AMBIGUOUS	NO_KW	> Pei 裁定以 `26_wp3_closeout.md` 為準。**內文一字未改**；依 R-G23 標記不刪。
docs/fw036/handoff/26_wp3.md	28	R-G18	AMBIGUOUS	NO_KW	- 歷史 handoff / upstream 檔不改寫（R-G18@`8f61f9fd`）；
docs/fw036/handoff/26_wp3.md	46	R-G22	FO	CONTEXT_KW	依 R-G22 換發新 sha）：
docs/fw036/handoff/26_wp3.md	63	R-G23	AMBIGUOUS	NO_KW	### 裁定 2 — R-G23（上繳前必跑閘；併入 FO §9.2）
docs/fw036/handoff/26_wp3.md	66	R-G23	AMBIGUOUS	NO_KW	R-G23：以下四閘為上繳包提交前必跑項，任一 FAIL（exit ≠ 0）則不得上繳，
docs/fw036/handoff/26_wp3.md	69	R-G18	FO	CONTEXT_KW	canon_refs.py --waiver --gate（同前，R-G18）、
docs/fw036/handoff/26_wp3.md	86	R-G23	FO	CONTEXT_KW	1. **裁定落地**：R-G23 併入 FO §9.2（先驗全 repo 無 `R-G23` 既用）；
docs/fw036/handoff/26_wp3.md	86	R-G23	FO	CONTEXT_KW	1. **裁定落地**：R-G23 併入 FO §9.2（先驗全 repo 無 `R-G23` 既用）；
docs/fw036/handoff/26_wp3.md	89	R-G19	AMBIGUOUS	NO_KW	2. **R-G19 落地**：`make_batch_context.py` 輸出 prompt 模板 sha256 與
docs/fw036/handoff/26_wp3.md	92	R-G21	AMBIGUOUS	NO_KW	3. **R-G21 落地**：IN §9 自查 17 項逐項對映 —— 有對應閘者記 gate_id
docs/fw036/handoff/26_wp3.md	112	R-G23	AMBIGUOUS	NO_KW	| 1 | FO `^#### R-G23 ` 錨點數 | 0 → **1**；canon R-G 最大號 22 → **23** |
docs/fw036/handoff/26_wp3.md	113	R-G23	AMBIGUOUS	NO_KW	| 2 | `rulings_hash.py --check` | exit 0；錨點 188 → **189**（+R-G23；R-VF83 sha 變、數不變）|
docs/fw036/handoff/26_wp3.md	124	R-G23	FO	CONTEXT_KW	1. `R-G23`／`A-VF{next}` 取號碰撞
docs/fw036/handoff/26_wp3.md	133	R-G13	FO	CONTEXT_KW	23 包 §G 全項 + R-G13 引用表（既有引用 sha8：R-G5@`9814d24c`、
docs/fw036/handoff/26_wp3.md	134	R-G18	AMBIGUOUS	NO_KW	R-G18@`8f61f9fd`、R-G19@`bd206972`、R-G21@`1230e795`、R-G22@`bca29f8f`、
docs/fw036/handoff/26_wp3.md	134	R-G19	AMBIGUOUS	NO_KW	R-G18@`8f61f9fd`、R-G19@`bd206972`、R-G21@`1230e795`、R-G22@`bca29f8f`、
docs/fw036/handoff/26_wp3.md	134	R-G21	AMBIGUOUS	NO_KW	R-G18@`8f61f9fd`、R-G19@`bd206972`、R-G21@`1230e795`、R-G22@`bca29f8f`、
docs/fw036/handoff/26_wp3.md	134	R-G22	FO	CONTEXT_KW	R-G18@`8f61f9fd`、R-G19@`bd206972`、R-G21@`1230e795`、R-G22@`bca29f8f`、
docs/fw036/handoff/26_wp3.md	143	R-G23	AMBIGUOUS	NO_KW	- [x] 裁定 2（R-G23）— 區塊已列
docs/fw036/handoff/26_wp3.md	146	R-G18	FO	CONTEXT_KW	本包引用之既有條文：R-G5、R-G9、R-G18、R-G19、R-G21、R-G22、R-VS82、
docs/fw036/handoff/26_wp3.md	146	R-G19	AMBIGUOUS	NO_KW	本包引用之既有條文：R-G5、R-G9、R-G18、R-G19、R-G21、R-G22、R-VS82、
docs/fw036/handoff/26_wp3.md	146	R-G21	AMBIGUOUS	NO_KW	本包引用之既有條文：R-G5、R-G9、R-G18、R-G19、R-G21、R-G22、R-VS82、
docs/fw036/handoff/26_wp3.md	146	R-G22	AMBIGUOUS	NO_KW	本包引用之既有條文：R-G5、R-G9、R-G18、R-G19、R-G21、R-G22、R-VS82、
docs/fw036/handoff/26_wp3_closeout.md	18	R-G18	AMBIGUOUS	NO_KW	- 歷史 handoff / upstream 檔不改寫（R-G18@`8f61f9fd`）；
docs/fw036/handoff/26_wp3_closeout.md	28	R-G19	FO	CONTEXT_KW	（R-G19 prompt 指紋、R-G21 自查表對映）、25 上繳獨立判斷之
docs/fw036/handoff/26_wp3_closeout.md	28	R-G21	FO	CONTEXT_KW	（R-G19 prompt 指紋、R-G21 自查表對映）、25 上繳獨立判斷之
docs/fw036/handoff/26_wp3_closeout.md	48	R-G22	FO	CONTEXT_KW	- 依 R-G22@`bca29f8f`：R-VF83 因但書而換 sha，新 sha8 於上繳回報，
docs/fw036/handoff/26_wp3_closeout.md	87	R-G23	FO	CONTEXT_KW	R-G23 [DEFAULT]：同一工單同時只得有一份有效下放包；發現同輪重複下放
docs/fw036/handoff/26_wp3_closeout.md	99	R-G23	AMBIGUOUS	NO_KW	4. [DEFAULT] 落檔：R-VS83 入 `vehicle_setting/RULINGS.md`；R-G23 入 FO §9.2；
docs/fw036/handoff/26_wp3_closeout.md	101	R-G19	AMBIGUOUS	NO_KW	5. **W-P3-1（R-G19）**：`make_batch_context.py` 輸出 prompt 模板 sha256 與
docs/fw036/handoff/26_wp3_closeout.md	103	R-G21	AMBIGUOUS	NO_KW	6. **W-P3-2（R-G21）**：IN §9 自查 17 項逐項對映閘 id 或標「人工項」，
docs/fw036/handoff/26_wp3_closeout.md	111	R-G13	AMBIGUOUS	NO_KW	15 個新入 tsv 錨點編號帶 sha 之引用（預期 0，R-G13 之前無 sha 可引）
docs/fw036/handoff/26_wp3_closeout.md	120	R-G23	AMBIGUOUS	NO_KW	| 3 | tsv 錨點數 | 188 → **190**（+R-VS83、+R-G23）|
docs/fw036/handoff/26_wp3_closeout.md	133	R-G21	AMBIGUOUS	NO_KW	2. A-H10 已知案例之對映閘**不轉紅** —— R-G21 之對映失真，停下
docs/fw036/handoff/26_wp3_closeout.md	140	R-G13	AMBIGUOUS	NO_KW	1. 23 包 §G 全項 + R-G13 引用表（本包引用：R-G5@`9814d24c`、
docs/fw036/handoff/26_wp3_closeout.md	141	R-G13	AMBIGUOUS	NO_KW	R-G13@`abdc56e3`、R-G18@`8f61f9fd`、R-G22@`bca29f8f`、
docs/fw036/handoff/26_wp3_closeout.md	141	R-G18	AMBIGUOUS	NO_KW	R-G13@`abdc56e3`、R-G18@`8f61f9fd`、R-G22@`bca29f8f`、
docs/fw036/handoff/26_wp3_closeout.md	141	R-G22	AMBIGUOUS	NO_KW	R-G13@`abdc56e3`、R-G18@`8f61f9fd`、R-G22@`bca29f8f`、
docs/fw036/handoff/26_wp3_closeout.md	146	R-G13	AMBIGUOUS	NO_KW	4. **結案摘要**：22→26 全案之交付清單（條文 R-G13~R-G23、工具五支、
docs/fw036/handoff/26_wp3_closeout.md	146	R-G23	AMBIGUOUS	NO_KW	4. **結案摘要**：22→26 全案之交付清單（條文 R-G13~R-G23、工具五支、
docs/fw036/handoff/26_wp3_closeout.md	157	R-G23	AMBIGUOUS	NO_KW	- [x] R-G23 [DEFAULT] — 區塊已列，待追認
docs/fw036/handoff/26_wp3_closeout.md	159	R-G12	AMBIGUOUS	NO_KW	本包引用之既有條文：R-G5、R-G9、R-G11、R-G12、R-G13、R-G17、R-G18、
docs/fw036/handoff/26_wp3_closeout.md	159	R-G13	AMBIGUOUS	NO_KW	本包引用之既有條文：R-G5、R-G9、R-G11、R-G12、R-G13、R-G17、R-G18、
docs/fw036/handoff/26_wp3_closeout.md	159	R-G17	AMBIGUOUS	NO_KW	本包引用之既有條文：R-G5、R-G9、R-G11、R-G12、R-G13、R-G17、R-G18、
docs/fw036/handoff/26_wp3_closeout.md	159	R-G18	FO	CONTEXT_KW	本包引用之既有條文：R-G5、R-G9、R-G11、R-G12、R-G13、R-G17、R-G18、
docs/fw036/handoff/26_wp3_closeout.md	160	R-G19	AMBIGUOUS	NO_KW	R-G19、R-G21、R-G22、R-VF66、R-VS55、R-VS81、A-VS02、G-D、G-K、G-N、
docs/fw036/handoff/26_wp3_closeout.md	160	R-G21	AMBIGUOUS	NO_KW	R-G19、R-G21、R-G22、R-VF66、R-VS55、R-VS81、A-VS02、G-D、G-K、G-N、
docs/fw036/handoff/26_wp3_closeout.md	160	R-G22	AMBIGUOUS	NO_KW	R-G19、R-G21、R-G22、R-VF66、R-VS55、R-VS81、A-VS02、G-D、G-K、G-N、
docs/fw036/handoff/26_wp3_final.md	5	R-G23	AMBIGUOUS	NO_KW	> **內文一字未改**；依 R-G23（26 包 §C [DEFAULT]）標記不刪。
docs/fw036/handoff/26_wp3_final.md	26	R-G18	AMBIGUOUS	NO_KW	- 歷史 handoff / upstream 檔不改寫（R-G18@`8f61f9fd`）
docs/fw036/handoff/26_wp3_final.md	33	R-G19	FO	CONTEXT_KW	W-P1／W-P2 已 commit。本包收掉：W-P3 原兩項（R-G19 prompt 指紋、
docs/fw036/handoff/26_wp3_final.md	34	R-G21	FO	CONTEXT_KW	R-G21 自查表對映）、25 覆核三裁定之落地、GATES.tsv 補全、
docs/fw036/handoff/26_wp3_final.md	58	R-G23	AMBIGUOUS	NO_KW	### 裁定 2 — R-G23：閘之接入（落 FO §9.2）
docs/fw036/handoff/26_wp3_final.md	61	R-G23	AMBIGUOUS	NO_KW	R-G23：`lint_docs036.py --gate`、`canon_refs.py --waiver --gate`、
docs/fw036/handoff/26_wp3_final.md	87	R-G19	AMBIGUOUS	NO_KW	3. **R-G19 落地**：`make_batch_context.py` 輸出 `prompt_sha8` 與
docs/fw036/handoff/26_wp3_final.md	89	R-G21	AMBIGUOUS	NO_KW	4. **R-G21 落地**：IN §9 自查 17 項逐項對映 —— 有對應閘者記 `gate_id`
docs/fw036/handoff/26_wp3_final.md	109	R-G23	FO	CONTEXT_KW	| 1 | `RULINGS.sha.tsv` 錨點數 | 188 → **190**（+`R-VF83+但書`、+`R-G23`）|
docs/fw036/handoff/26_wp3_final.md	112	R-G23	FO	CONTEXT_KW	| 4 | 四支 gate（R-G23）實跑 | **全部 exit 0** |
docs/fw036/handoff/26_wp3_final.md	123	R-G23	FO	CONTEXT_KW	1. A-VF 取號碰撞、或 `R-G23` 編號碰撞
docs/fw036/handoff/26_wp3_final.md	131	R-G13	AMBIGUOUS	NO_KW	23 包 §G 全項 + R-G13 引用表（本包引用：R-G5@`9814d24c`、
docs/fw036/handoff/26_wp3_final.md	132	R-G13	AMBIGUOUS	NO_KW	R-G13@`abdc56e3`、R-G17@`24cdeec6`、R-G18@`8f61f9fd`、R-G19@`bd206972`、
docs/fw036/handoff/26_wp3_final.md	132	R-G17	AMBIGUOUS	NO_KW	R-G13@`abdc56e3`、R-G17@`24cdeec6`、R-G18@`8f61f9fd`、R-G19@`bd206972`、
docs/fw036/handoff/26_wp3_final.md	132	R-G18	AMBIGUOUS	NO_KW	R-G13@`abdc56e3`、R-G17@`24cdeec6`、R-G18@`8f61f9fd`、R-G19@`bd206972`、
docs/fw036/handoff/26_wp3_final.md	132	R-G19	AMBIGUOUS	NO_KW	R-G13@`abdc56e3`、R-G17@`24cdeec6`、R-G18@`8f61f9fd`、R-G19@`bd206972`、
docs/fw036/handoff/26_wp3_final.md	133	R-G21	AMBIGUOUS	NO_KW	R-G21@`1230e795`、R-G22@`bca29f8f`、R-VF83@`9d5bfa4d`、R-VS82@`12177e4f`；
docs/fw036/handoff/26_wp3_final.md	133	R-G22	AMBIGUOUS	NO_KW	R-G21@`1230e795`、R-G22@`bca29f8f`、R-VF83@`9d5bfa4d`、R-VS82@`12177e4f`；
docs/fw036/handoff/26_wp3_final.md	141	R-G23	AMBIGUOUS	NO_KW	- [x] 裁定 2（R-G23）— 區塊已列
docs/fw036/handoff/27_global_closeout.md	6	R-G23	AMBIGUOUS	NO_KW	——R-G23′ 單線原則，該線現由其自身 session（V34）發包。
docs/fw036/handoff/27_global_closeout.md	12	R-G23	AMBIGUOUS	NO_KW	改指後新值、R-VS83 `1936a6ab`、R-G23′（見 §二落檔後之新值）。
docs/fw036/handoff/27_global_closeout.md	18	R-G23	AMBIGUOUS	NO_KW	## 二、R-G23′ 補 FO §9.2 落點（V33 裁定記錄 4 之待辦）
docs/fw036/handoff/27_global_closeout.md	23	R-G23	FO	CONTEXT_KW	R-G23′（擴充，Pei 裁定 2026-08-24，出處 V33 裁定記錄 4）
docs/fw036/handoff/27_global_closeout.md	29	R-G23	AMBIGUOUS	NO_KW	R-G23 條目加沿革註「′ 版擴充見 FO §9.2」。R-G23 本體一字不動
docs/fw036/handoff/27_global_closeout.md	29	R-G23	AMBIGUOUS	NO_KW	R-G23 條目加沿革註「′ 版擴充見 FO §9.2」。R-G23 本體一字不動
docs/fw036/handoff/27_global_closeout.md	30	R-G22	FO	CONTEXT_KW	（R-G22：動了 sha 就換發）。
docs/fw036/handoff/27_global_closeout.md	84	R-G13	AMBIGUOUS	NO_KW	R-G13 引用表（全帶 sha）、各節實測、waiver 可撤清單、
docs/fw036/handoff/27_global_wrapup.md	11	R-G23	FO	CONTEXT_KW	R-G23′（逐線單一來源＋live 取號）已於 V33 輪裁定，本包補 FO 落點。
docs/fw036/handoff/27_global_wrapup.md	20	R-G18	AMBIGUOUS	NO_KW	- 歷史 handoff／upstream 不改寫（R-G18@`8f61f9fd`）
docs/fw036/handoff/27_global_wrapup.md	30	R-G23	AMBIGUOUS	NO_KW	移交事項（R-G23′ 落點、canon_refs verbatim 判準擴充），全部一輪做完。
docs/fw036/handoff/27_global_wrapup.md	34	R-G24	FO	CONTEXT_KW	> **換號註記（Pei 裁定 2026-08-27）**：本包成於 08-24，當時預配 `R-G24`／
docs/fw036/handoff/27_global_wrapup.md	35	R-G25	AMBIGUOUS	NO_KW	> `R-G25`／`R-G26`。08-26 bed_lowering 01 包已 **live 取號**佔用 `R-G24`
docs/fw036/handoff/27_global_wrapup.md	35	R-G26	AMBIGUOUS	NO_KW	> `R-G25`／`R-G26`。08-26 bed_lowering 01 包已 **live 取號**佔用 `R-G24`
docs/fw036/handoff/27_global_wrapup.md	35	R-G24	FO	CONTEXT_KW	> `R-G25`／`R-G26`。08-26 bed_lowering 01 包已 **live 取號**佔用 `R-G24`
docs/fw036/handoff/27_global_wrapup.md	36	R-G23	FO	CONTEXT_KW	> （下放指示之路徑實在性）。依 R-G23′「取號一律 live」，本包三條順延為
docs/fw036/handoff/27_global_wrapup.md	37	R-G25	AMBIGUOUS	NO_KW	> **`R-G25`／`R-G26`／`R-G27`**，全文（§C／§D-2／§E／§H）同步換號。
docs/fw036/handoff/27_global_wrapup.md	37	R-G26	AMBIGUOUS	NO_KW	> **`R-G25`／`R-G26`／`R-G27`**，全文（§C／§D-2／§E／§H）同步換號。
docs/fw036/handoff/27_global_wrapup.md	37	R-G27	AMBIGUOUS	NO_KW	> **`R-G25`／`R-G26`／`R-G27`**，全文（§C／§D-2／§E／§H）同步換號。
docs/fw036/handoff/27_global_wrapup.md	38	R-G23	FO	CONTEXT_KW	> **此即 R-G23′ 所描述之失效模式本身**：預配之號在落檔時已經不是空號 ——
docs/fw036/handoff/27_global_wrapup.md	39	R-G23	AMBIGUOUS	NO_KW	> R-G23 撞號為其第一例，本包為第二例，且**本包正是寫下 R-G23′ 的那一包**。
docs/fw036/handoff/27_global_wrapup.md	39	R-G23	AMBIGUOUS	NO_KW	> R-G23 撞號為其第一例，本包為第二例，且**本包正是寫下 R-G23′ 的那一包**。
docs/fw036/handoff/27_global_wrapup.md	41	R-G25	FO	CONTEXT_KW	### R-G25 — 產出物目錄政策（FO 新節落點由執行層依整併後結構定，錨點唯一）
docs/fw036/handoff/27_global_wrapup.md	44	R-G25	FO	CONTEXT_KW	R-G25：產出物目錄政策如下表。政策自生效日管新檔；既有檔案不搬移。
docs/fw036/handoff/27_global_wrapup.md	58	R-G26	FO	CONTEXT_KW	### R-G26 — 工作區清理制
docs/fw036/handoff/27_global_wrapup.md	61	R-G26	AMBIGUOUS	NO_KW	R-G26：superseded 產出（被新版取代之 json、舊 lint 報告）得自工作區
docs/fw036/handoff/27_global_wrapup.md	68	R-G27	FO	CONTEXT_KW	### R-G27 — 來源集中制（sources/）
docs/fw036/handoff/27_global_wrapup.md	71	R-G27	FO	CONTEXT_KW	R-G27：共用來源文件集中於頂層 sources/：raw/<doc_id>/ 放原檔
docs/fw036/handoff/27_global_wrapup.md	85	R-G22	FO	CONTEXT_KW	R-VF83（但書後新 sha）、V33 C-1 之兩條換發、R-VS82／83、R-G22／23。
docs/fw036/handoff/27_global_wrapup.md	88	R-G23	AMBIGUOUS	NO_KW	2. **R-G23′ 與 R-G25／26／27 入 FO**：R-G23′ 全文自 V33 §裁定記錄 4 轉錄
docs/fw036/handoff/27_global_wrapup.md	88	R-G25	AMBIGUOUS	NO_KW	2. **R-G23′ 與 R-G25／26／27 入 FO**：R-G23′ 全文自 V33 §裁定記錄 4 轉錄
docs/fw036/handoff/27_global_wrapup.md	88	R-G23	AMBIGUOUS	NO_KW	2. **R-G23′ 與 R-G25／26／27 入 FO**：R-G23′ 全文自 V33 §裁定記錄 4 轉錄
docs/fw036/handoff/27_global_wrapup.md	89	R-G25	AMBIGUOUS	NO_KW	入 FO §9.2；R-G25–27 依 §C 落 FO（節位由執行層定，`canon_refs` 全綠
docs/fw036/handoff/27_global_wrapup.md	108	R-G25	FO	CONTEXT_KW	自行入列。lint 路徑檢查（R-G25 表）接入，僅對**新檔**判紅
docs/fw036/handoff/27_global_wrapup.md	140	R-G22	FO	CONTEXT_KW	2. tsv sha 變動不可歸因（有未經裁定之條文改動 —— R-G22 之攔截對象）
docs/fw036/handoff/27_global_wrapup.md	151	R-G13	AMBIGUOUS	NO_KW	23 包 §G 全項＋R-G13 引用表（R-G5@`9814d24c`、R-G13@`abdc56e3`、
docs/fw036/handoff/27_global_wrapup.md	151	R-G13	AMBIGUOUS	NO_KW	23 包 §G 全項＋R-G13 引用表（R-G5@`9814d24c`、R-G13@`abdc56e3`、
docs/fw036/handoff/27_global_wrapup.md	152	R-G18	AMBIGUOUS	NO_KW	R-G18@`8f61f9fd`、R-G22@`bca29f8f`；本包後 sha 以新 tsv 為準）＋
docs/fw036/handoff/27_global_wrapup.md	152	R-G22	FO	CONTEXT_KW	R-G18@`8f61f9fd`、R-G22@`bca29f8f`；本包後 sha 以新 tsv 為準）＋
docs/fw036/handoff/27_global_wrapup.md	160	R-G25	AMBIGUOUS	NO_KW	- [x] R-G25 目錄政策 — 區塊已列
docs/fw036/handoff/27_global_wrapup.md	161	R-G26	FO	CONTEXT_KW	- [x] R-G26 清理制 — 區塊已列
docs/fw036/handoff/27_global_wrapup.md	162	R-G27	AMBIGUOUS	NO_KW	- [x] R-G27 sources 集中制 — 區塊已列
docs/fw036/handoff/27_global_wrapup.md	163	R-G23	AMBIGUOUS	NO_KW	- [x] R-G23′ 落點（轉錄，非新裁）— §D-2
docs/fw036/handoff/27_global_wrapup.md	166	R-G13	AMBIGUOUS	NO_KW	本包引用：R-G3、R-G5、R-G6、R-G9、R-G13、R-G17、R-G18、R-G22、R-G23、
docs/fw036/handoff/27_global_wrapup.md	166	R-G17	AMBIGUOUS	NO_KW	本包引用：R-G3、R-G5、R-G6、R-G9、R-G13、R-G17、R-G18、R-G22、R-G23、
docs/fw036/handoff/27_global_wrapup.md	166	R-G18	FO	CONTEXT_KW	本包引用：R-G3、R-G5、R-G6、R-G9、R-G13、R-G17、R-G18、R-G22、R-G23、
docs/fw036/handoff/27_global_wrapup.md	166	R-G22	AMBIGUOUS	NO_KW	本包引用：R-G3、R-G5、R-G6、R-G9、R-G13、R-G17、R-G18、R-G22、R-G23、
docs/fw036/handoff/27_global_wrapup.md	166	R-G23	AMBIGUOUS	NO_KW	本包引用：R-G3、R-G5、R-G6、R-G9、R-G13、R-G17、R-G18、R-G22、R-G23、
docs/fw036/handoff/27_queue.md	9	R-G23	FO	CONTEXT_KW	2. R-G23′ 入 FO §9.2（每線單一分析來源 + live 取號；V33 §裁定記錄 4 為出處）
docs/fw036/handoff/55_canon_rg28.md	1	R-G28	AMBIGUOUS	NO_KW	# 下放包 55 —— canon 已改（R-G28 立條）、`RULINGS.sha.tsv` 重生
docs/fw036/handoff/55_canon_rg28.md	20	R-G28	AMBIGUOUS	NO_KW	| 2 | §9.2 索引表 | 新增一列 `R-G28` |
docs/fw036/handoff/55_canon_rg28.md	21	R-G28	AMBIGUOUS	NO_KW	| 3 | §9.2 條文區 | 新增 `#### R-G28` 條文本體 ＋ 成因段（位於 R-G27 之後、`#### R-G4／R-G7 之原文與 R-G12 之來源` 之前） |
docs/fw036/handoff/55_canon_rg28.md	21	R-G27	AMBIGUOUS	NO_KW	| 3 | §9.2 條文區 | 新增 `#### R-G28` 條文本體 ＋ 成因段（位於 R-G27 之後、`#### R-G4／R-G7 之原文與 R-G12 之來源` 之前） |
docs/fw036/handoff/55_canon_rg28.md	21	R-G12	AMBIGUOUS	NO_KW	| 3 | §9.2 條文區 | 新增 `#### R-G28` 條文本體 ＋ 成因段（位於 R-G27 之後、`#### R-G4／R-G7 之原文與 R-G12 之來源` 之前） |
docs/fw036/handoff/55_canon_rg28.md	23	R-G28	AMBIGUOUS	NO_KW	**條文本體**（`R-G28`，逐字如下，供比對）：
docs/fw036/handoff/55_canon_rg28.md	26	R-G28	FO	CONTEXT_KW	R-G28（Pei 裁定 2026-08-30）：intake 時須檢查該 feature 之母 CFTS 是否於
docs/fw036/handoff/55_canon_rg28.md	40	R-G13	FO	CONTEXT_KW	依 **R-G13**（裁決引用制）與 **R-G22**（任何字元變動皆變更其 sha）：
docs/fw036/handoff/55_canon_rg28.md	40	R-G22	FO	CONTEXT_KW	依 **R-G13**（裁決引用制）與 **R-G22**（任何字元變動皆變更其 sha）：
docs/fw036/handoff/55_canon_rg28.md	42	R-G28	AMBIGUOUS	NO_KW	1. `R-G28` 為新條，**`RULINGS.sha.tsv` 中無其列**
docs/fw036/handoff/55_canon_rg28.md	44	R-G27	AMBIGUOUS	NO_KW	切段邏輯若以節界定範圍，**須實測其是否波及鄰條**（尤其 `R-G27`，
docs/fw036/handoff/55_canon_rg28.md	49	R-G22	FO	CONTEXT_KW	> ⚠ **R-G22 之代價於此兌現**：若重生後有任何**既有條**之 sha 改變，
docs/fw036/handoff/55_canon_rg28.md	61	R-G18	FO	CONTEXT_KW	| T67c | **`R-G18` 之 canon 引用閘重跑**：新條文含 `FO §9.2`／`R-G8`／`G-M` 等引用，**須通過 `scripts/canon_refs.py`**；新增之 unresolved／ambiguous 即紅（R-G18「waiver 只減不增」） |
docs/fw036/handoff/55_canon_rg28.md	61	R-G18	FO	CONTEXT_KW	| T67c | **`R-G18` 之 canon 引用閘重跑**：新條文含 `FO §9.2`／`R-G8`／`G-M` 等引用，**須通過 `scripts/canon_refs.py`**；新增之 unresolved／ambiguous 即紅（R-G18「waiver 只減不增」） |
docs/fw036/handoff/55_canon_rg28.md	62	R-G17	FO	CONTEXT_KW	| T67d | **`GATES.tsv` 之檢視**（R-G17）：R-G28 為 intake 階段之人工項，**非 lint 閘**；確認其不需登錄，或依 R-G21 標為「人工項」。**陳報結論，不逕改** |
docs/fw036/handoff/55_canon_rg28.md	62	R-G28	AMBIGUOUS	NO_KW	| T67d | **`GATES.tsv` 之檢視**（R-G17）：R-G28 為 intake 階段之人工項，**非 lint 閘**；確認其不需登錄，或依 R-G21 標為「人工項」。**陳報結論，不逕改** |
docs/fw036/handoff/55_canon_rg28.md	62	R-G21	AMBIGUOUS	NO_KW	| T67d | **`GATES.tsv` 之檢視**（R-G17）：R-G28 為 intake 階段之人工項，**非 lint 閘**；確認其不需登錄，或依 R-G21 標為「人工項」。**陳報結論，不逕改** |
docs/fw036/handoff/55_canon_rg28.md	63	R-G28	AMBIGUOUS	NO_KW	| T67e | **sw_update 側之連動**：`ANCHOR_POOL.md` 附記（上繳包 46 §1 已辦，本項為追認並確認其措辭與 R-G28 之要求相符）；`REASONING.md` 之 intake 規範記明其已升格為 R-G28，**feature 側之記述改為引用而非重述** |
docs/fw036/handoff/55_canon_rg28.md	63	R-G28	AMBIGUOUS	NO_KW	| T67e | **sw_update 側之連動**：`ANCHOR_POOL.md` 附記（上繳包 46 §1 已辦，本項為追認並確認其措辭與 R-G28 之要求相符）；`REASONING.md` 之 intake 規範記明其已升格為 R-G28，**feature 側之記述改為引用而非重述** |
docs/fw036/handoff/55_canon_rg28.md	64	R-G26	AMBIGUOUS	NO_KW	| T67f | **git**：canon 變更 **單獨 commit**（R-G26 之精神：不混入其他變更），pathspec 明列 `docs/fw036/FEATURE_ONBOARDING.md` 與 `docs/fw036/RULINGS.sha.tsv`。**執行層只準備不執行**（R-G5）—— 備妥指令與訊息，由 Pei 執行 |
docs/fw036/handoff/55_canon_rg28.md	76	R-G28	AMBIGUOUS	NO_KW	5. 獨立自評（入 BACKLOG）—— 特別回答：**R-G28 令「查無者亦須記明已查」，
docs/fw036/handoff/56_rg28_close.md	1	R-G28	AMBIGUOUS	NO_KW	# 下放包 56 —— 五項裁定（R-G28 收）、追溯適用之拆段
