outline	sibling_outline	verdict	provisional	source	equivalent_tc_pairs	reviewed_at	reason
11.5	17.2	not-sibling	false	vocab		129	**43 §1 之逐對判定（66 §1 使 `11.5`／`12.6` 之 BLOCKED 列落地）。** **方法 `[machine]`**：`identical-TC scan` 之結果不含本對。共有語彙 ['AUTO']。**`11.5`／`12.6` 為 BLOCKED 列**，其 `test_procedure` 與 `expected_result` 留白 —— **一列不驗任何行為者，不可能與任何一節驗同一件事**，故對 `17.2` 為 **not-sibling**；其真正之對造是彼此（同標籤 `HVS6.`、不同委派對象，見 DR #43），該對已另列（原 verdict `deferred`）
11.8	12.1	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['HI', 'LO']。**分級：共有語彙 ≥2，逐對判定**。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
11.8	12.2	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['HI', 'LO']。**分級：共有語彙 ≥2，逐對判定**。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
11.8	12.8	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['HI', 'LO']。**分級：共有語彙 ≥2，逐對判定**。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
11.8	12.9	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['HI', 'LO']。**分級：共有語彙 ≥2，逐對判定**。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
11.8	16.13	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
11.8	16.6	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
11.8	16.8	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.1	12.2	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['HI', 'LO']。**分級：共有語彙 ≥2，逐對判定**。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
12.1	12.8	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['HI', 'LO']。**分級：共有語彙 ≥2，逐對判定**。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
12.1	12.9	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['HI', 'LO']。**分級：共有語彙 ≥2，逐對判定**。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
12.1	16.13	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.1	16.6	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.1	16.8	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	12.7	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['FAN']。**分級：僅共有單一高頻語彙**（40 §3），依該詞之類級處置逐對落地。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
12.2	12.8	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['HI', 'LO']。**分級：共有語彙 ≥2，逐對判定**。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
12.2	12.9	not-sibling	false	intra-set		129	**43 §1 之逐對判定（批次 16 ＋ 64 §4 之同組配對）。** **方法 `[machine]`**：`identical-TC scan`（本輪）比對全 corpus 三欄之結果**不含本對**；共有語彙由 `sibling_candidates.py` 之 VOCAB 取出。共有語彙 ['FAN', 'HI', 'LO']。**分級：共有語彙 ≥2，逐對判定**。**判定**：兩節雖同屬一組（`intra-set`），其 TC 之 `expected_result` 所指之控制與畫面不同 —— 同組意謂主題相近，不意謂驗同一件事；故 **not-sibling**（原 verdict `deferred`，依 41 §4／42 §1 永不得為終判）
12.2	14.1.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch14（Climate Popups）定氣候 popup，本組之 popup 為 comfort popup（`11.10` 定其時機與時長）；**`14.16`／`14.16.1` 之座椅分區圖示與本組之 `11.6`／`11.6.1` 最為接近**，惟前者定 widget／popup 上之圖示呈現、後者定 comfort screen 之軟鍵狀態，TC 之 `expected_result` 無一相同（等價掃描證之），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	14.10.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch14（Climate Popups）定氣候 popup，本組之 popup 為 comfort popup（`11.10` 定其時機與時長）；**`14.16`／`14.16.1` 之座椅分區圖示與本組之 `11.6`／`11.6.1` 最為接近**，惟前者定 widget／popup 上之圖示呈現、後者定 comfort screen 之軟鍵狀態，TC 之 `expected_result` 無一相同（等價掃描證之），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	14.11	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch14（Climate Popups）定氣候 popup，本組之 popup 為 comfort popup（`11.10` 定其時機與時長）；**`14.16`／`14.16.1` 之座椅分區圖示與本組之 `11.6`／`11.6.1` 最為接近**，惟前者定 widget／popup 上之圖示呈現、後者定 comfort screen 之軟鍵狀態，TC 之 `expected_result` 無一相同（等價掃描證之），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	14.13	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch14（Climate Popups）定氣候 popup，本組之 popup 為 comfort popup（`11.10` 定其時機與時長）；**`14.16`／`14.16.1` 之座椅分區圖示與本組之 `11.6`／`11.6.1` 最為接近**，惟前者定 widget／popup 上之圖示呈現、後者定 comfort screen 之軟鍵狀態，TC 之 `expected_result` 無一相同（等價掃描證之），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	14.19	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch14（Climate Popups）定氣候 popup，本組之 popup 為 comfort popup（`11.10` 定其時機與時長）；**`14.16`／`14.16.1` 之座椅分區圖示與本組之 `11.6`／`11.6.1` 最為接近**，惟前者定 widget／popup 上之圖示呈現、後者定 comfort screen 之軟鍵狀態，TC 之 `expected_result` 無一相同（等價掃描證之），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	14.3	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch14（Climate Popups）定氣候 popup，本組之 popup 為 comfort popup（`11.10` 定其時機與時長）；**`14.16`／`14.16.1` 之座椅分區圖示與本組之 `11.6`／`11.6.1` 最為接近**，惟前者定 widget／popup 上之圖示呈現、後者定 comfort screen 之軟鍵狀態，TC 之 `expected_result` 無一相同（等價掃描證之），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	15.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch15 之相關節為對照表性質，無可比之行為條文，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	16.10	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	16.11	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	16.12	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	16.13	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	16.17	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	16.2	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	16.3	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	16.6	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	16.7	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	16.8	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch16 為 EMEA ICS 之另一套介面，**其十八節無加熱／通風座椅之行為節**（僅 `16.16` 之座椅 off icon，其 leaf 已停下）—— 本組之 EMEA 排除因此無對造句可依（DR #41），**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.2	17.2	not-sibling	false	vocab		129	**43 §1 之逐對判定（批次 15 使 `Heated Vented Seats` 二十節落地）。** **方法 `[machine]`（R-C41）**：`lint_tcs.py` 之 `identical-TC scan`（62 §1.1 (b)，本輪執行）比對全 corpus 之 `test_item`／`test_procedure`／`expected_result` 三欄，得 22 組逐字相同者；**其中涉及本組者僅 ch11↔ch12 之九組**（已另立列），**與本對無一組相關**。ch17（Home Screen Widget）之 `17.3` 為本組多節之第十六軸出處，惟其可觀察量在 widget 第二頁而本組在 comfort section／狀態列，**非 sibling**（原 verdict `deferred` 依 41 §4／42 §1 永不得為終判，本輪改為逐對判定）
12.6	14.19	not-sibling	false	vocab		129	**43 §1 之逐對判定（66 §1 使 `11.5`／`12.6` 之 BLOCKED 列落地）。** **方法 `[machine]`**：`identical-TC scan` 之結果不含本對。共有語彙 ['AUTO']。**`11.5`／`12.6` 為 BLOCKED 列**，其 `test_procedure` 與 `expected_result` 留白 —— **一列不驗任何行為者，不可能與任何一節驗同一件事**，故對 `14.19` 為 **not-sibling**；其真正之對造是彼此（同標籤 `HVS6.`、不同委派對象，見 DR #43），該對已另列（原 verdict `deferred`）
12.6	15.1	not-sibling	false	vocab		129	**43 §1 之逐對判定（66 §1 使 `11.5`／`12.6` 之 BLOCKED 列落地）。** **方法 `[machine]`**：`identical-TC scan` 之結果不含本對。共有語彙 ['AUTO']。**`11.5`／`12.6` 為 BLOCKED 列**，其 `test_procedure` 與 `expected_result` 留白 —— **一列不驗任何行為者，不可能與任何一節驗同一件事**，故對 `15.1` 為 **not-sibling**；其真正之對造是彼此（同標籤 `HVS6.`、不同委派對象，見 DR #43），該對已另列（原 verdict `deferred`）
12.6	16.13	not-sibling	false	vocab		129	**43 §1 之逐對判定（66 §1 使 `11.5`／`12.6` 之 BLOCKED 列落地）。** **方法 `[machine]`**：`identical-TC scan` 之結果不含本對。共有語彙 ['AUTO']。**`11.5`／`12.6` 為 BLOCKED 列**，其 `test_procedure` 與 `expected_result` 留白 —— **一列不驗任何行為者，不可能與任何一節驗同一件事**，故對 `16.13` 為 **not-sibling**；其真正之對造是彼此（同標籤 `HVS6.`、不同委派對象，見 DR #43），該對已另列（原 verdict `deferred`）
12.6	16.14	not-sibling	false	vocab		129	**43 §1 之逐對判定（66 §1 使 `11.5`／`12.6` 之 BLOCKED 列落地）。** **方法 `[machine]`**：`identical-TC scan` 之結果不含本對。共有語彙 ['AUTO']。**`11.5`／`12.6` 為 BLOCKED 列**，其 `test_procedure` 與 `expected_result` 留白 —— **一列不驗任何行為者，不可能與任何一節驗同一件事**，故對 `16.14` 為 **not-sibling**；其真正之對造是彼此（同標籤 `HVS6.`、不同委派對象，見 DR #43），該對已另列（原 verdict `deferred`）
12.6	16.3	not-sibling	false	vocab		129	**43 §1 之逐對判定（66 §1 使 `11.5`／`12.6` 之 BLOCKED 列落地）。** **方法 `[machine]`**：`identical-TC scan` 之結果不含本對。共有語彙 ['AUTO']。**`11.5`／`12.6` 為 BLOCKED 列**，其 `test_procedure` 與 `expected_result` 留白 —— **一列不驗任何行為者，不可能與任何一節驗同一件事**，故對 `16.3` 為 **not-sibling**；其真正之對造是彼此（同標籤 `HVS6.`、不同委派對象，見 DR #43），該對已另列（原 verdict `deferred`）
12.6	16.7	not-sibling	false	vocab		129	**43 §1 之逐對判定（66 §1 使 `11.5`／`12.6` 之 BLOCKED 列落地）。** **方法 `[machine]`**：`identical-TC scan` 之結果不含本對。共有語彙 ['AUTO']。**`11.5`／`12.6` 為 BLOCKED 列**，其 `test_procedure` 與 `expected_result` 留白 —— **一列不驗任何行為者，不可能與任何一節驗同一件事**，故對 `16.7` 為 **not-sibling**；其真正之對造是彼此（同標籤 `HVS6.`、不同委派對象，見 DR #43），該對已另列（原 verdict `deferred`）
12.6	16.8	not-sibling	false	vocab		129	**43 §1 之逐對判定（66 §1 使 `11.5`／`12.6` 之 BLOCKED 列落地）。** **方法 `[machine]`**：`identical-TC scan` 之結果不含本對。共有語彙 ['AUTO']。**`11.5`／`12.6` 為 BLOCKED 列**，其 `test_procedure` 與 `expected_result` 留白 —— **一列不驗任何行為者，不可能與任何一節驗同一件事**，故對 `16.8` 為 **not-sibling**；其真正之對造是彼此（同標籤 `HVS6.`、不同委派對象，見 DR #43），該對已另列（原 verdict `deferred`）
