leaf_id	current_tc	target_tc	split_axis	basis	enumerated	has_negative	excerpt
SWE1-VC-SwitchLHD/RHDConfiguration-011	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	Wherever there are Driver and Passenger labels for Heated and Vented seats, when $DriverSide$ = [Right Drive] 
SWE1-VC-SwitchLHD/RHDConfiguration-012	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	Wherever there is no Driver or Passenger label for Heated and Vented seats, the $DriverSide$ signal value shal
SWE1-VC-SwitchLHD/RHDConfiguration-013	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	When $DriverSide$ = [Right hand drive] the HMI shall be modified as defined by HMI requirements.
SWE1-VC-SwitchLHD/RHDConfiguration-014	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	Wherever there are Driver and Passenger labels for Heated and Vented seats, when $DriverSide$ = [Right Drive] 
SWE1-VC-ThirdRowHeadrestDump-025	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	The Headrest Dump button shall activate both left and right head restraint dumps at the same time (they are no
SWE1-VC-ThirdRowHeadrestDump-026	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	The Third Row Headrest Dump Softkey button will be accessible from the Controls screen.
SWE1-VC-ThirdRowHeadrestDump-027	2	4	multi-value（一條驗多值）	§8.3 壓力測試	no	no	The Third Row Headrest Dump Softkey button will also be accessible from the Rear View Camera screen, if applic
SWE1-VC-ThirdRowHeadrestDump-028	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	When the HU receives the vehicle configuration signal VC_HdRstPrsnt = [Present], the HU shall dispaly the Thir
SWE1-VC-ThirdRowHeadrestDump-029	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	The HU shall grey-out the Third Row Headrest Dump Softkey button when the $PowerMode$ = [Ignition start / IGN_
SWE1-VC-ThirdRowHeadrestDump-030	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	The HU shall make the Third Row Headrest Dump Softkey button selectable when $PowerMode$ = [Ignition lock / IG
SWE1-VC-ThirdRowHeadrestDump-031	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	The HU shall make the Third Row Headrest Dump Softkey button selectable when $PowerMode$ = [Ign. off &amp; acc
SWE1-VC-ThirdRowHeadrestDump-032	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	The HU shall make the Third Row Headrest Dump Softkey button selectable when $PowerMode$ = [Ignition run / IGN
SWE1-VC-ThirdRowHeadrestDump-033	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	When the customer selects to dump the 3rd row Headrest, the HU shall send an on-change $HdRstRelRq$ = [Pressed
SWE1-VC-ThirdRowHeadrestDump-034	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	When the customer selects to dump the 3rd row Headrest, the HU shall send an on-change $HdRstRelRq$ = [Pressed
SWE1-VC-ThirdRowHeadrestDump-035	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	The HU shall follow this signal with an on change $HdRstRelRq$ = [Not Pressed] within a time period of &lt;Tse
SWE1-VC-ThirdRowHeadrestDump-036	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	The HU shall continue to send the periodic $HdRstRelRq$ = [Not pressed] signal until the next short press even
SWE1-VC-ThirdRowHeadrestDump-037	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	When the HU receives the $RVC_SK_PRSNT$ = [Present] the HU shall activate the virtual Rear View Camera button 
SWE1-VC-ThirdRowHeadrestDump-038	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	The Rear View Camera soft button shall be selectable only when the signal $PowerMode$ = [IGN_RUN].
SWE1-VC-ThirdRowHeadrestDump-039	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	When the signal $PowerMode$ &lt;&gt; [IGN_RUN], the HU shall follow the HMI Logic &amp; Flow to update the sta
SWE1-VC-ThirdRowHeadrestDump-040	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	The default setting for the Rear camera shall be OFF.
SWE1-VC-ThirdRowHeadrestDump-041	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	The Rear Camera Softkey button shall be accessible from the Controls screen.
SWE1-VC-ThirdRowHeadrestDump-042	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	Rear Camera display image shall remain displayed until driver presses the softkey to disable it.
SWE1-VC-ThirdRowHeadrestDump-043	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	The Rear Camera Softkey button shall enable displaying the Rear camera image. The softkey button shall perform
SWE1-VC-ThirdRowHeadrestDump-044	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	When the user presses the Rear Camera Softkey button, the HU shall receive the internal signal RVC IMAGE ON an
SWE1-VC-ThirdRowHeadrestDump-045	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	When the user presses the X on the top right corner of the HU screen, the HU shall receive the internal signal
SWE1-VC-ThreeStagesHeatedSeat-078	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	"Following requirements are valid only if PROXI parameter Heated_Seats == ""Front Seats"" OR ""Front and Rear Seat"
SWE1-VC-ThreeStagesHeatedSeat-079	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	"Also the requirements are valid only if $Heated_Steats_Levels$ == ""Three Levels"""
SWE1-VC-ThreeStagesHeatedSeat-080	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	During the Ignition Working Condition- Ignition Off- Ignition On- Ignition On Engine On- Ignition Pre OffWHEN 
SWE1-VC-ThreeStagesHeatedSeat-081	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ == ""Heated_seat_off"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHea"
SWE1-VC-ThreeStagesHeatedSeat-082	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ == ""Heated_seat_high"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHe"
SWE1-VC-ThreeStagesHeatedSeat-083	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ == ""Heated_seat_mid"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHea"
SWE1-VC-ThreeStagesHeatedSeat-084	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ == ""Heated_seat_low"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHea"
SWE1-VC-ThreeStagesHeatedSeat-085	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ == ""Heated_seat_off"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeatH"
SWE1-VC-ThreeStagesHeatedSeat-086	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ == ""Heated_seat_high"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeat"
SWE1-VC-ThreeStagesHeatedSeat-087	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ == ""Heated_seat_mid"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeatH"
SWE1-VC-ThreeStagesHeatedSeat-088	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ == ""Heated_seat_low"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeatH"
SWE1-VC-ThreeStagesHeatedSeat-089	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	WHEN no icon on TLM_Display.GUI is pressed but the state of the heaters change, the icons shall change and fol
SWE1-VC-ThreeStagesHeatedSeat-090	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ passes to ""Heated_seat_off"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesHeatedSeat-091	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ passes to ""Heated_seat_low"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesHeatedSeat-092	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ passes to ""Heated_seat_mid"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesHeatedSeat-093	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ passes to ""Heated_seat_high"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"")THENTL"
SWE1-VC-ThreeStagesHeatedSeat-094	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ passes to ""Heated_seat_off"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesHeatedSeat-095	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ passes to ""Heated_seat_low"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesHeatedSeat-096	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ passes to ""Heated_seat_mid"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesHeatedSeat-097	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ passes to ""Heated_seat_high"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"")THENTL"
SWE1-VC-ThreeStagesHeatedSeat-098	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	"Regardless of the value of $HeatedSeatFL$, IF STATUS_CSWM.FL_HS_STATFailSts passes to ""Fail_Present"" value, th"
SWE1-VC-ThreeStagesHeatedSeat-099	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	"Regardless of the value of $HeatedSeatFR$, IF STATUS_CSWM.FR_HS_STATFailSts passes to ""Fail_Present"" value, th"
SWE1-VC-ThreeStagesVentedSeatsManagement-060	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	"Following requirements are valid only if PROXI parameter Cooled_Seats == ""Front Seats"" OR ""Front and Rear Seat"
SWE1-VC-ThreeStagesVentedSeatsManagement-061	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	"Also the requirements are valid only if $Heated_Steats_Levels$ == ""Three Levels"""
SWE1-VC-ThreeStagesVentedSeatsManagement-062	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	During the Ignition Working Condition- Ignition Off- Ignition On- Ignition On Engine On- Ignition Pre OffWHEN 
SWE1-VC-ThreeStagesVentedSeatsManagement-063	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ == ""Vented_seat_off"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHea"
SWE1-VC-ThreeStagesVentedSeatsManagement-064	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ == ""Vented_seat_high"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHe"
SWE1-VC-ThreeStagesVentedSeatsManagement-065	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ == ""Vented_seat_mid"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHea"
SWE1-VC-ThreeStagesVentedSeatsManagement-066	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ == ""Vented_seat_low"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHea"
SWE1-VC-ThreeStagesVentedSeatsManagement-067	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ == ""Vented_seat_off"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeatH"
SWE1-VC-ThreeStagesVentedSeatsManagement-068	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ == ""Vented_seat_high"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeat"
SWE1-VC-ThreeStagesVentedSeatsManagement-069	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ == ""Vented_seat_mid"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeatH"
SWE1-VC-ThreeStagesVentedSeatsManagement-070	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ == ""Vented_seat_low"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeatH"
SWE1-VC-ThreeStagesVentedSeatsManagement-071	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	WHEN no icon on TLM_Display.GUI is pressed but the state of the vented seats change, the icons shall change an
SWE1-VC-ThreeStagesVentedSeatsManagement-072	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ passes to ""Vented_seat_off"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesVentedSeatsManagement-073	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ passes to ""Vented_seat_low"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesVentedSeatsManagement-074	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ passes to ""Vented_seat_mid"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesVentedSeatsManagement-075	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ passes to ""Vented_seat_high"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"")THENTL"
SWE1-VC-ThreeStagesVentedSeatsManagement-076	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ passes to ""Vented_seat_off"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesVentedSeatsManagement-077	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ passes to ""Vented_seat_low"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesVentedSeatsManagement-078	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ passes to ""Vented_seat_mid"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-ThreeStagesVentedSeatsManagement-079	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ passes to ""Vented_seat_high"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"")THENTL"
SWE1-VC-ThreeStagesVentedSeatsManagement-080	1	2	decision-table（每列一條）	§8.2.2／§8.3	no	no	"regardless of the value of $VentedSeatFL$, IF STATUS_CSWM.FL_VS_STATFailSts passes to ""Fail_Present"" value, th"
SWE1-VC-ThreeStagesVentedSeatsManagement-081	1	2	decision-table（每列一條）	§8.2.2／§8.3	no	no	"regardless of the value of $VentedSeatFR$, IF STATUS_CSWM.FR_HS_STATFailSts passes to ""Fail_Present"" value, th"
SWE1-VC-TwoStagesHeatedSeat-055	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	"Following requirements are valid only if PROXI parameter Heated_Seats == ""Front Seats"" OR ""Front and Rear Seat"
SWE1-VC-TwoStagesHeatedSeat-056	0	2	decision-table（每列一條）	§8.2.2／§8.3	no	no	"Also the requirements are valid only if $Heated_Steats_Levels$ == ""Two Levels"" Also the requirements are valid"
SWE1-VC-TwoStagesHeatedSeat-057	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	During the Ignition Working Condition- Ignition Off- Ignition On- Ignition On Engine On- Ignition Pre OffWHEN 
SWE1-VC-TwoStagesHeatedSeat-058	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ == ""Heated_seat_off"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHea"
SWE1-VC-TwoStagesHeatedSeat-059	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ == ""Heated_seat_high"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHe"
SWE1-VC-TwoStagesHeatedSeat-060	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ == ""Heated_seat_low"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHea"
SWE1-VC-TwoStagesHeatedSeat-061	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ == ""Heated_seat_off"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeatH"
SWE1-VC-TwoStagesHeatedSeat-062	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ == ""Heated_seat_high"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeat"
SWE1-VC-TwoStagesHeatedSeat-063	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ == ""Heated_seat_low"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeatH"
SWE1-VC-TwoStagesHeatedSeat-064	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	"IF (DrvSeatHeating.Req passes to ""Requested"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Present"")THENTLM has t"
SWE1-VC-TwoStagesHeatedSeat-065	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	"IF (PsngrSeatHeating.Req == ""Requested"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Present"")THENTLM has to sho"
SWE1-VC-TwoStagesHeatedSeat-066	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	WHEN no icon on TLM_Display.GUI is pressed but the state of the heaters change, the icons shall change and fol
SWE1-VC-TwoStagesHeatedSeat-067	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ passes to ""Heated_seat_off"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-TwoStagesHeatedSeat-068	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ passes to ""Heated_seat_low"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-TwoStagesHeatedSeat-069	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_HS_STATSts	no	"IF ($HeatedSeatFL$ passes to ""Heated_seat_high"" AND STATUS_CSWM.FL_HS_STATFailSts == ""Fail_Not_Present"")THENTL"
SWE1-VC-TwoStagesHeatedSeat-070	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ passes to ""Heated_seat_off"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-TwoStagesHeatedSeat-071	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ passes to ""Heated_seat_low"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-TwoStagesHeatedSeat-072	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_HS_STATSts	no	"IF ($HeatedSeatFR$ passes to ""Heated_seat_high"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Not_Present"")THENTL"
SWE1-VC-TwoStagesHeatedSeat-073	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	"Regardless of the value of $HeatedSeatFL$, IF STATUS_CSWM.FL_HS_STATFailSts passes to ""Fail_Present"" value, th"
SWE1-VC-TwoStagesHeatedSeat-074	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	"Regardless of the value of $HeatedSeatFR$, IF STATUS_CSWM.FR_HS_STATFailSts passes to ""Fail_Present"" value, th"
SWE1-VC-TwoStagesVentedSeatsManagement-037	0	0	—（維持一條）	未生成，無 TC 可拆	no	no	"Following requirements are valid only if PROXI parameter Cooled_Seats == ""Front Seats"" OR ""Front and Rear Seat"
SWE1-VC-TwoStagesVentedSeatsManagement-038	0	2	decision-table（每列一條）	§8.2.2／§8.3	no	no	"Also the requirements are valid only if $Heated_Steats_Levels$ == ""Two Levels"" Also the requirements are valid"
SWE1-VC-TwoStagesVentedSeatsManagement-039	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	During the Ignition Working Condition- Ignition Off- Ignition On- Ignition On Engine On- Ignition Pre OffWHEN 
SWE1-VC-TwoStagesVentedSeatsManagement-040	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ == ""Vented_seat_off"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHea"
SWE1-VC-TwoStagesVentedSeatsManagement-041	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ == ""Vented_seat_high"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHe"
SWE1-VC-TwoStagesVentedSeatsManagement-042	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ == ""Vented_seat_low"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"" AND DrvSeatHea"
SWE1-VC-TwoStagesVentedSeatsManagement-043	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ == ""Vented_seat_off"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeatH"
SWE1-VC-TwoStagesVentedSeatsManagement-044	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ == ""Vented_seat_high"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeat"
SWE1-VC-TwoStagesVentedSeatsManagement-045	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ == ""Vented_seat_low"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"" AND PsngrSeatH"
SWE1-VC-TwoStagesVentedSeatsManagement-046	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	"IF (DrvSeatHeating.Req passes to ""Requested"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Present"")THENTLM has t"
SWE1-VC-TwoStagesVentedSeatsManagement-047	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	no	no	"IF (PsngrSeatHeating.Req == ""Requested"" AND STATUS_CSWM.FR_HS_STATFailSts == ""Fail_Present"")THENTLM has to sho"
SWE1-VC-TwoStagesVentedSeatsManagement-048	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	WHEN no icon on TLM_Display.GUI is pressed but the state of the vented seats change, the icons shall change an
SWE1-VC-TwoStagesVentedSeatsManagement-049	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ passes to ""Vented_seat_off"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-TwoStagesVentedSeatsManagement-050	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ passes to ""Vented_seat_low"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"")THENTLM"
SWE1-VC-TwoStagesVentedSeatsManagement-051	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FL_VS_STATSts	no	"IF ($VentedSeatFL$ passes to ""Vented_seat_high"" AND STATUS_CSWM.FL_VS_STATFailSts == ""Fail_Not_Present"")THENTL"
SWE1-VC-TwoStagesVentedSeatsManagement-052	1	1	—（維持一條）	§8.2.2：同一控制元件之多列 ER 維持一條	FR_VS_STATSts	no	"IF ($VentedSeatFR$ passes to ""Vented_seat_off"" AND STATUS_CSWM.FR_VS_STATFailSts == ""Fail_Not_Present"")THENTLM"
