swe_id	family	src_ref	title	desc
SWE1-VC-LeftFrontHeatedSeat-005	HeatedSeat	SYS-RA-CFTS044-026	Left Front Heated Seat	"HW supplier shall notify the HeatedSeatFL signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFL signal and and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal.
For vehicles supporting two states (i.e. LO and HI), the following values shall be considered valid: $HeatedSeatFL$ = [HS_OFF], $HeatedSeatFL$ = [HS_LO], and $HeatedSeatFL$ = [HS_HI].
The HMI shall interpret the HeatedSeatFL signal as follows:
If $HeatedSeatFL$ = [HS_OFF], the heated seat shall be considered Off.
If $HeatedSeatFL$ = [HS_LO], the heated seat shall be considered Low.
If $HeatedSeatFL$ = [HS_HI], the heated seat shall be considered High.
Any other value of $HeatedSeatFL$ shall be considered invalid by the HMI."
SWE1-VC-LeftFrontHeatedSeat-006	HeatedSeat	SYS-RA-CFTS044-027	Left Front Heated Seat	"HW supplier shall notify the HeatedSeatFL signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFL signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal.
For vehicles supporting three states (i.e. LO, MEDIUM, and HI), the following values shall be considered valid: $HeatedSeatFL$ = [HS_OFF], $HeatedSeatFL$ = [HS_LO], $HeatedSeatFL$ = [HS_MED], and $HeatedSeatFL$ = [HS_HI].
The HMI shall interpret the HeatedSeatFL signal as follows:
If $HeatedSeatFL$ = [HS_OFF], the heated seat shall be considered Off.
If $HeatedSeatFL$ = [HS_LO], the heated seat shall be considered Low.
If $HeatedSeatFL$ = [HS_MED], the heated seat shall be considered Medium.
If $HeatedSeatFL$ = [HS_HI], the heated seat shall be considered High.
Any other value of $HeatedSeatFL$ shall be considered invalid by the HMI."
SWE1-VC-LeftFrontHeatedSeat-007	HeatedSeat	SYS-RA-CFTS044-028	Left Front Heated Seat	"HW supplier shall notify the HeatedSeatFL signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFL signal and and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal and compare it with the internally stored status of the LF heated seat.
If the received $HeatedSeatFL$ value is valid and different from the stored value, the HMI shall update the stored status with the new value and update the display to reflect the new state."
SWE1-VC-LeftFrontHeatedSeat-008	HeatedSeat	SYS-RA-CFTS044-029	Left Front Heated Seat	"HW supplier shall notify the HeatedSeatFL signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFL signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal.
If the received $HeatedSeatFL$ value is invalid, the HMI shall ignore the signal and retain the previously stored status without updating the display."
SWE1-VC-LeftFrontHeatedSeat-009	HeatedSeat	SYS-RA-CFTS044-030	Left Front Heated Seat	"HW supplier shall notify the PrplsnSysAtv and Hybrid_Type signals via the VHAL interface.
CarPropertyService shall receive the PrplsnSysAtv and Hybrid_Type signals and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
If $PrplsnSysAtv$ = [Not Active] and $Hybrid_Type$ = [[PHEV] OR [BEV] OR [HEV] OR [REPB] OR [FCEV]], the left front heated seat switch shall be displayed as greyed-out in the HMI."
SWE1-VC-LeftFrontHeatedSeat-010	HeatedSeat	SYS-RA-CFTS044-031	Left Front Heated Seat	"HW supplier shall notify the EngRun_Stat and Hybrid_Type signals via the VHAL interface.
CarPropertyService shall receive the EngRun_Stat and Hybrid_Type signals and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
For vehicles not equipped with the Stop-Start feature, if $EngRun_Stat$ <> [IDLE_STBL//UNLIMITED//LIMITED//RUN] and $Hybrid_Type$ <> [[PHEV] OR [BEV] OR [HEV] OR [REPB] OR [FCEV]], the left front heated seat switch shall be displayed as greyed-out in the HMI."
SWE1-VC-LeftFrontHeatedSeat-011	HeatedSeat	SYS-RA-CFTS044-032	Left Front Heated Seat	"HW supplier shall notify the EngRun_Stat and Hybrid_Type signals via the VHAL interface.
CarPropertyService shall receive the EngRun_Stat and Hybrid_Type signals and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
For vehicles equipped with the Stop-Start feature, if $EngRun_Stat$ <> [IDLE_STBL//UNLIMITED//LIMITED//RUN] and $Hybrid_Type$ <> [[PHEV] OR [BEV] OR [HEV] OR [REPB] OR [FCEV]], the HMI shall apply the switch behavior as defined in Stop-Start System Feature section {CFTS044-443}."
SWE1-VC-LeftFrontHeatedSeat-012	HeatedSeat	SYS-RA-CFTS044-033	Left Front Heated Seat	"HW supplier shall notify the PowerMode signal via the VHAL interface.
CarPropertyService shall receive the PowerMode signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal.
If $PowerMode$ <> [Ignition run], the HMI shall display the left front heated seat switch as greyed-out and set its status to Off."
SWE1-VC-LeftFrontHeatedSeat-013	HeatedSeat	SYS-RA-CFTS044-034	Left Front Heated Seat	"When the customer selects to change the state of the LF heated seat, the HMI shall trigger an on-change request.
If the LF heated seat state is changed by the user, $FL_HS_RQ$ shall be set to [HS_PSD] and sent within <Tsend>.
CarPropertyManager will receive signal and send it to the CarPropertyService  via API interface as get/set methods.
CarPropertyService shall send the FL_HS_RQ signal from the HMI layer to the VHAL interface 
HW supplier shall support receiving the FL_HS_RQ signal via the VHAL interface."
SWE1-VC-LeftFrontHeatedSeat-014	HeatedSeat	SYS-RA-CFTS044-035	Left Front Heated Seat	"HW supplier shall support receiving the FL_HS_RQ signal via the VHAL interface.
CarPropertyService shall send the FL_HS_RQ signal from the HMI layer to the VHAL interface.
The HMI layer shall generate the request based on system behavior.
Following the transmission of $FL_HS_RQ$ = [HS_PSD], the HMI shall send an on-change $FL_HS_RQ$ signal.
$FL_HS_RQ$ shall be set to [HS_NOT_PSD] and sent within <Tsend>."
SWE1-VC-LeftFrontHeatedSeat-015	HeatedSeat	SYS-RA-CFTS044-036	Left Front Heated Seat	"When the customer selects to change the status of the LF heated seat, the HMI shall trigger an on-change request based on the current state of $HeatedSeatFL$.
The HMI layer shall evaluate the current value of the HeatedSeatFL signal and generate the request based on user interaction.

The HMI shall determine the next state and send $FL_HS_RQ$ as follows:
If $HeatedSeatFL$ = [HS_HI], $FL_HS_RQ$ shall be set to [HS_MED].
If $HeatedSeatFL$ = [HS_MED], $FL_HS_RQ$ shall be set to [HS_LO].
If $HeatedSeatFL$ = [HS_LO], $FL_HS_RQ$ shall be set to [HS_OFF].
If $HeatedSeatFL$ = [HS_OFF], $FL_HS_RQ$ shall be set to [HS_HI].

CarPropertyService shall send the FL_HS_RQ signal from the HMI layer to the VHAL interface.
HW supplier shall support receiving the FL_HS_RQ signal via the VHAL interface."
SWE1-VC-LeftFrontHeatedSeat-016	HeatedSeat	SYS-RA-CFTS044-037	Left Front Heated Seat	"HW supplier shall notify the HeatedSeatFL signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFL signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal and update the internal stored status of the LF heated seat.
If $HeatedSeatFL$ = [HS_OFF], the HMI shall update the stored status to Off and update the display as specified within <Tdisplay>."
SWE1-VC-LeftFrontHeatedSeat-017	HeatedSeat	SYS-RA-CFTS044-038	Left Front Heated Seat	"HW supplier shall notify the HeatedSeatFL signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFL signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal and update the internal stored status of the LF heated seat.
If $HeatedSeatFL$ = [HS_HI], the HMI shall update the stored status to High and update the display as specified within <Tdisplay>."
SWE1-VC-LeftFrontHeatedSeat-018	HeatedSeat	SYS-RA-CFTS044-039	Left Front Heated Seat	"HW supplier shall notify the HeatedSeatFL signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFL signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal and update the internal stored status of the LF heated seat.
If $HeatedSeatFL$ = [HS_MED], the HMI shall update the stored status to Medium and update the display as specified within <Tdisplay>."
SWE1-VC-LeftFrontHeatedSeat-019	HeatedSeat	SYS-RA-CFTS044-040	Left Front Heated Seat	"HW supplier shall notify the HeatedSeatFL signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFL signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal and update the internal stored status of the LF heated seat.
If $HeatedSeatFL$ = [HS_LO], the HMI shall update the stored status to Low and update the display as specified within <Tdisplay>."
SWE1-VC-RightFrontHeatedSeat-020	HeatedSeat	SYS-RA-CFTS044-041	Right Front Heated Seat	Right Front Heated Seat
SWE1-VC-RightFrontHeatedSeat-021	HeatedSeat	SYS-RA-CFTS044-042	Right Front Heated Seat	The RF heated seat button will allow the customer to change the state of the right front heated seat from Off to a high heat level and to a low heat level.
SWE1-VC-RightFrontHeatedSeat-022	HeatedSeat	SYS-RA-CFTS044-043	Right Front Heated Seat	"HW supplier shall notify the HU wake-up event via the BH-CAN bus through the VHAL interface.
CarPropertyService shall receive the wake-up indication and  send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received event and initialize the heated seat states.
When the HU wakes up on the BH-CAN bus, the HMI shall set the RF heated seat state to Off."
SWE1-VC-RightFrontHeatedSeat-023	HeatedSeat	SYS-RA-CFTS044-044	Right Front Heated Seat	"HW supplier shall notify the HeatedSeatFR signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFR signal and  send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal.
For vehicles supporting two states (i.e. LO and HI), the following values shall be considered valid: $HeatedSeatFR$ = [HS_OFF], $HeatedSeatFR$ = [HS_LO], and $HeatedSeatFR$ = [HS_HI].
The HMI shall interpret the HeatedSeatFR signal as follows:
If $HeatedSeatFR$ = [HS_OFF], the heated seat shall be considered Off.
If $HeatedSeatFR$ = [HS_LO], the heated seat shall be considered Low.
If $HeatedSeatFR$ = [HS_HI], the heated seat shall be considered High.
Any other value of $HeatedSeatFR$ shall be considered invalid by the HMI."
SWE1-VC-RightFrontHeatedSeat-024	HeatedSeat	SYS-RA-CFTS044-045	Right Front Heated Seat	"HW supplier shall notify the HeatedSeatFR signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFR signal and  send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal.
For vehicles supporting three states (i.e. LO, MEDIUM, and HI), the following values shall be considered valid: $HeatedSeatFR$ = [HS_OFF], $HeatedSeatFR$ = [HS_LO], $HeatedSeatFR$ = [HS_MED], and $HeatedSeatFR$ = [HS_HI].
The HMI shall interpret the HeatedSeatFR signal as follows:
If $HeatedSeatFR$ = [HS_OFF], the heated seat shall be considered Off.
If $HeatedSeatFR$ = [HS_LO], the heated seat shall be considered Low.
If $HeatedSeatFR$ = [HS_MED], the heated seat shall be considered Medium.
If $HeatedSeatFR$ = [HS_HI], the heated seat shall be considered High.
Any other value of $HeatedSeatFR$ shall be considered invalid by the HMI."
SWE1-VC-RightFrontHeatedSeat-025	HeatedSeat	SYS-RA-CFTS044-046	Right Front Heated Seat	"HW supplier shall notify the HeatedSeatFR signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFR signal and  send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal and compare it with the internally stored status of the RF heated seat.
If the received $HeatedSeatFR$ value is valid and different from the stored value, the HMI shall update the stored status with the new value and update the display to reflect the new state."
SWE1-VC-RightFrontHeatedSeat-026	HeatedSeat	SYS-RA-CFTS044-047	Right Front Heated Seat	"HW supplier shall notify the HeatedSeatFR signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFR signal and  send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal.
If the received $HeatedSeatFR$ value is invalid, the HMI shall ignore the signal and retain the previously stored status without updating the display."
SWE1-VC-RightFrontHeatedSeat-027	HeatedSeat	SYS-RA-CFTS044-048	Right Front Heated Seat	"HW supplier shall notify the PrplsnSysAtv and Hybrid_Type signals via the VHAL interface.
CarPropertyService shall receive the PrplsnSysAtv and Hybrid_Type signals and  send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
If $PrplsnSysAtv$ = [Not Active] and $Hybrid_Type$ = [[PHEV] OR [BEV] OR [HEV] OR [REPB] OR [FCEV]], the right front heated seat switch shall be displayed as greyed-out in the HMI."
SWE1-VC-RightFrontHeatedSeat-028	HeatedSeat	SYS-RA-CFTS044-049	Right Front Heated Seat	"HW supplier shall notify the EngRun_Stat and Hybrid_Type signals via the VHAL interface.
CarPropertyService shall receive the EngRun_Stat and Hybrid_Type signals and  send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
For vehicles not equipped with the Stop-Start feature, if $EngRun_Stat$ <> [IDLE_STBL//UNLIMITED//LIMITED//RUN] and $Hybrid_Type$ <> [[PHEV] OR [BEV] OR [HEV] OR [REPB] OR [FCEV]], the right front heated seat switch shall be displayed as greyed-out in the HMI."
SWE1-VC-RightFrontHeatedSeat-029	HeatedSeat	SYS-RA-CFTS044-050	Right Front Heated Seat	"HW supplier shall notify the PowerMode signal via the VHAL interface.
CarPropertyService shall receive the PowerMode signal and  send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal.
If $PowerMode$ <> [Ignition run], the HMI shall display the right front heated seat switch as greyed-out and set its status to Off."
SWE1-VC-RightFrontHeatedSeat-030	HeatedSeat	SYS-RA-CFTS044-051	Right Front Heated Seat	"When the customer selects to change the state of the RF heated seat, the HMI shall trigger an on-change request.
The HMI layer shall generate the request based on user interaction.
If the RF heated seat state is changed by the user, $FR_HS_RQ$ shall be set to [HS_PSD] and sent to the CSWM within <Tsend>.
CarPropertyManager will receive signal and send it to the CarPropertyService  via API interface as get/set methods.
CarPropertyService shall send the FR_HS_RQ signal from the HMI layer to the VHAL interface.
HW supplier shall support receiving the FR_HS_RQ signal via the VHAL interface."
SWE1-VC-RightFrontHeatedSeat-031	HeatedSeat	SYS-RA-CFTS044-052	Right Front Heated Seat	"The HMI layer shall generate the request based on system behavior.
Following the transmission of $FR_HS_RQ$ = [HS_PSD], the HMI shall send an on-change $FR_HS_RQ$ signal.
$FR_HS_RQ$ shall be set to [HS_NOT_PSD] and sent within <Tsend>.
CarPropertyManager will receive signal and send it to the CarPropertyService  via API interface as get/set methods.
CarPropertyService shall send the FR_HS_RQ signal from the HMI layer to the VHAL interface.
HW supplier shall support receiving the FR_HS_RQ signal via the VHAL interface.

."
SWE1-VC-RightFrontHeatedSeat-032	HeatedSeat	SYS-RA-CFTS044-053	Right Front Heated Seat	"When the customer selects to change the status of the RF heated seat, the HMI shall trigger an on-change request based on the current state of $HeatedSeatFR$.
The HMI shall determine the next state and send $FR_HS_RQ$ as follows:
If $HeatedSeatFR$ = [HS_HI], $FR_HS_RQ$ shall be set to [HS_MED].
If $HeatedSeatFR$ = [HS_MED], $FR_HS_RQ$ shall be set to [HS_LO].
If $HeatedSeatFR$ = [HS_LO], $FR_HS_RQ$ shall be set to [HS_OFF].
If $HeatedSeatFR$ = [HS_OFF], $FR_HS_RQ$ shall be set to [HS_HI].
The HMI layer shall evaluate the current value of the HeatedSeatFR signal and generate the request based on user interaction.
CarPropertyManager will receive signal and send it to the CarPropertyService  via API interface as get/set methods.
CarPropertyService shall send the FR_HS_RQ signal from the HMI layer to the VHAL interface.
HW supplier shall support receiving the FR_HS_RQ signal via the VHAL interface."
SWE1-VC-RightFrontHeatedSeat-033	HeatedSeat	SYS-RA-CFTS044-054	Right Front Heated Seat	"HW supplier shall notify the HeatedSeatFR signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFR signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal and update the internal stored status of the RF heated seat.
If $HeatedSeatFR$ = [HS_OFF], the HMI shall update the stored status to Off and update the display as specified within <Tdisplay>."
SWE1-VC-RightFrontHeatedSeat-034	HeatedSeat	SYS-RA-CFTS044-055	Right Front Heated Seat	"HW supplier shall notify the HeatedSeatFR signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFR signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal and update the internal stored status of the RF heated seat.
If $HeatedSeatFR$ = [HS_HI], the HMI shall update the stored status to High and update the display as specified within <Tdisplay>."
SWE1-VC-RightFrontHeatedSeat-035	HeatedSeat	SYS-RA-CFTS044-056	Right Front Heated Seat	"HW supplier shall notify the HeatedSeatFR signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFR signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal and update the internal stored status of the RF heated seat.
If $HeatedSeatFR$ = [HS_MED], the HMI shall update the stored status to Medium and update the display as specified within <Tdisplay>."
SWE1-VC-RightFrontHeatedSeat-036	HeatedSeat	SYS-RA-CFTS044-057	Right Front Heated Seat	"HW supplier shall notify the HeatedSeatFR signal via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFR signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal and update the internal stored status of the RF heated seat.
If $HeatedSeatFR$ = [HS_LO], the HMI shall update the stored status to Low and update the display as specified within <Tdisplay>."
SWE1-VC-OneStageHeatedSeat-037	HeatedSeat	SYS-RA-CFTS044-197	One Stage Heated Seat	One Stage Heated Seats Management
SWE1-VC-OneStageHeatedSeat-038	HeatedSeat	SYS-RA-CFTS044-198	One Stage Heated Seat	TLM Algorithm requirements
SWE1-VC-OneStageHeatedSeat-039	HeatedSeat	SYS-RA-CFTS044-199	One Stage Heated Seat	"HW supplier shall notify the PROXI configuration parameter Heated_Seats via the VHAL interface.
CarPropertyService shall receive the Heated_Seats parameter and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received configuration parameter.
The following requirements shall be applied only if $Heated_Seats$ = [Front Seats] or [Front and Rear Seats]."
SWE1-VC-OneStageHeatedSeat-040	HeatedSeat	SYS-RA-CFTS044-200	One Stage Heated Seat	"HW supplier shall notify the STATUS_CSWM.FR_HS_STATFailSts and Heated_Seat_Levels signals via the VHAL interface.
CarPropertyService shall receive the STATUS_CSWM.FR_HS_STATFailSts and Heated_Seat_Levels signals and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
The following requirements shall be applied only if $Heated_Seat_Levels$ = [One Level].
Regardless of the value of $HeatedSeatFR$, if $STATUS_CSWM.FR_HS_STATFailSts$ = [Fail_Present], the HMI shall update the relative icon on TLM_Display.GUI according to the TLM HMI Document."
SWE1-VC-OneStageHeatedSeat-041	HeatedSeat	SYS-RA-CFTS044-201	One Stage Heated Seat	"HW supplier shall notify the Ignition Working Condition via the VHAL interface.
CarPropertyService shall receive the Ignition Working Condition signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received Ignition Working Condition state.
During the Ignition Working Condition (Ignition Off, Ignition On, Ignition On Engine On, Ignition Pre Off), when the user presses the heated seat icon on TLM.Display.GUI, the HMI shall update the icon status following the defined toggle logic (Off → High → Off)."
SWE1-VC-OneStageHeatedSeat-042	HeatedSeat	SYS-RA-CFTS044-202	One Stage Heated Seat	"HW supplier shall notify the DrvSeatHeating.Req signal via the VHAL interface.
CarPropertyService shall receive the DrvSeatHeating.Req signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal state.
If $DrvSeatHeating.Req$ = [Requested], the HMI shall set $TELEMATIC_CLIMATE_SETUP.FL_HS_Cmd_Tlm$ = [Pressed]."
SWE1-VC-OneStageHeatedSeat-043	HeatedSeat	SYS-RA-CFTS044-203	One Stage Heated Seat	"The HMI layer shall generate the signal based on system behavior.
Following the transmission of $TELEMATIC_CLIMATE_SETUP.FR_HS_Cmd_Tlm$ = [Pressed], the HMI shall send an on-change update.
$TELEMATIC_CLIMATE_SETUP.FR_HS_Cmd_Tlm$ shall be set to [Not_Pressed] and sent within <Tsend>.
CarPropertyManager will receive signal and send it to the CarPropertyService  via API interface as get/set methods.

CarPropertyService shall send the TELEMATIC_CLIMATE_SETUP signal from the HMI layer to the VHAL interface.

HW supplier shall support receiving the TELEMATIC_CLIMATE_SETUP signal via the VHAL interface."
SWE1-VC-OneStageHeatedSeat-044	HeatedSeat	SYS-RA-CFTS044-204	One Stage Heated Seat	"HW supplier shall notify the PsngrSeatHeating.Req signal via the VHAL interface.
CarPropertyService shall receive the PsngrSeatHeating.Req signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal state.
If $PsngrSeatHeating.Req$ = [Requested], the HMI shall set $TELEMATIC_VEHICLE_SETUP.FR_HS_Cmd_Tlm$ = [Pressed]."
SWE1-VC-OneStageHeatedSeat-045	HeatedSeat	SYS-RA-CFTS044-205	One Stage Heated Seat	"The HMI layer shall generate the signal based on system behavior.
Following the transmission of $TELEMATIC_CLIMATE_SETUP.FR_HS_Cmd_Tlm$ = [Pressed], the HMI shall send an on-change update.
$TELEMATIC_CLIMATE_SETUP.FR_HS_Cmd_Tlm$ shall be set to [Not_Pressed] and sent within <Tsend>.
CarPropertyManager will receive signal and send it to the CarPropertyService  via API interface as get/set methods.

CarPropertyService shall send the TELEMATIC_CLIMATE_SETUP signal from the HMI layer to the VHAL interface.
HW supplier shall support receiving the TELEMATIC_CLIMATE_SETUP signal via the VHAL interface."
SWE1-VC-OneStageHeatedSeat-046	HeatedSeat	SYS-RA-CFTS044-206	One Stage Heated Seat	"HW supplier shall notify the heater state signals via the VHAL interface.
CarPropertyService shall receive the heater state signals and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
When no icon on TLM_Display.GUI is pressed and the heater state changes, the HMI shall update the icon status to reflect the received information.
The HMI shall ensure that the displayed heater states are synchronized with the latest received signals."
SWE1-VC-OneStageHeatedSeat-047	HeatedSeat	SYS-RA-CFTS044-207	One Stage Heated Seat	"HW supplier shall notify the HeatedSeatFL and STATUS_CSWM signals via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFL and STATUS_CSWM signals and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
If $HeatedSeatFL$ = [HS_OFF] and $STATUS_CSWM.FL_HS_STATFailSts$ = [Fail_Not_Present], the HMI shall update the stored status of the driver heated seat and update the display as specified within <Tdisplay>."
SWE1-VC-OneStageHeatedSeat-048	HeatedSeat	SYS-RA-CFTS044-208	One Stage Heated Seat	"HW supplier shall notify the HeatedSeatFL and STATUS_CSWM signals via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFL and STATUS_CSWM signals and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
If $HeatedSeatFL$ = [HS_HI] and $STATUS_CSWM.FL_HS_STATFailSts$ = [Fail_Not_Present], the HMI shall update the stored status of the driver heated seat and update the display as specified within <Tdisplay>."
SWE1-VC-OneStageHeatedSeat-049	HeatedSeat	SYS-RA-CFTS044-209	One Stage Heated Seat	"HW supplier shall notify the HeatedSeatFR and STATUS_CSWM signals via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFR and STATUS_CSWM signals and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
If $HeatedSeatFR$ = [HS_OFF] and $STATUS_CSWM.FR_HS_STATFailSts$ = [Fail_Not_Present], the HMI shall update the stored status of the passenger heated seat and update the display as specified within <Tdisplay>."
SWE1-VC-OneStageHeatedSeat-050	HeatedSeat	SYS-RA-CFTS044-210	One Stage Heated Seat	"HW supplier shall notify the HeatedSeatFR and STATUS_CSWM signals via the VHAL interface.
CarPropertyService shall receive the HeatedSeatFR and STATUS_CSWM signals and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signals.
If $HeatedSeatFR$ = [HS_HI] and $STATUS_CSWM.FR_HS_STATFailSts$ = [Fail_Not_Present], the HMI shall update the stored status of the passenger heated seat and update the display as specified within <Tdisplay>."
SWE1-VC-OneStageHeatedSeat-051	HeatedSeat	SYS-RA-CFTS044-211	One Stage Heated Seat	"HW supplier shall notify the STATUS_CSWM.FL_HS_STATFailSts signal via the VHAL interface.
CarPropertyService shall receive the STATUS_CSWM.FL_HS_STATFailSts signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal.
Regardless of the value of $HeatedSeatFL$, if $STATUS_CSWM.FL_HS_STATFailSts$ = [Fail_Present], the HMI shall update the relative icon on TLM_Display.GUI according to the TLM HMI Document."
SWE1-VC-OneStageHeatedSeat-052	HeatedSeat	SYS-RA-CFTS044-212	One Stage Heated Seat	"HW supplier shall notify the STATUS_CSWM.FR_HS_STATFailSts signal via the VHAL interface.
CarPropertyService shall receive the STATUS_CSWM.FR_HS_STATFailSts signal and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received signal.
Regardless of the value of $HeatedSeatFR$, if $STATUS_CSWM.FR_HS_STATFailSts$ = [Fail_Present], the HMI shall update the relative icon on TLM_Display.GUI according to the TLM HMI Document."
SWE1-VC-TwoStagesHeatedSeat-053	HeatedSeat	SYS-RA-CFTS044-213	Two Stages Heated Seat	Two Stages Heated Seats Management
SWE1-VC-TwoStagesHeatedSeat-054	HeatedSeat	SYS-RA-CFTS044-214	Two Stages Heated Seat	TLM Algorithm requirements
SWE1-VC-TwoStagesHeatedSeat-055	HeatedSeat	SYS-RA-CFTS044-215	Two Stages Heated Seat	"HW supplier shall notify the PROXI parameter Heated_Seats via the VHAL interface.
CarPropertyService shall receive the Heated_Seats parameter and send that to CarPropertyManager via Interface.
CarPropertyManager will expose that value to HMI layer via API interface as get/set methods.
The HMI layer shall evaluate the received configuration parameter.
The following requirements shall be applied only if $Heated_Seats$ = [Front Seats] or [Front and Rear Seats]."
